round,B0,Input-HFlip,Model-alt
153,74.8499984741211,78.1500015258789,76.70999908447266
154,72.76000213623047,76.02999877929688,75.41000366210938
155,69.81999969482422,73.41999816894531,74.0999984741211
156,72.47000122070312,79.22000122070312,75.8499984741211
157,67.9000015258789,69.19999694824219,68.08999633789062
158,69.0199966430664,69.87000274658203,69.0199966430664
159,71.05999755859375,76.80999755859375,73.4800033569336
160,66.01000213623047,71.98999786376953,71.30999755859375
161,74.97000122070312,80.16999816894531,77.83000183105469
162,71.23999786376953,77.16999816894531,74.36000061035156
163,70.75,75.43000030517578,72.58999633789062
164,67.79000091552734,73.44999694824219,72.20999908447266
165,74.43000030517578,79.04000091552734,76.61000061035156
166,72.91999816894531,77.5999984741211,73.4800033569336
167,71.61000061035156,75.05000305175781,71.45999908447266
168,70.66000366210938,73.9000015258789,74.26000213623047
169,71.0999984741211,77.1500015258789,74.22000122070312
170,69.95999908447266,76.18000030517578,68.30999755859375
171,67.62000274658203,72.2300033569336,69.13999938964844
172,68.18000030517578,73.70999908447266,71.69000244140625
173,69.16999816894531,75.04000091552734,62.36000061035156
174,68.73999786376953,73.83999633789062,73.33000183105469
175,72.94000244140625,79.43000030517578,77.23999786376953
176,75.5999984741211,79.16000366210938,77.83000183105469
177,71.87000274658203,73.25,72.4000015258789
178,67.0,72.55999755859375,67.81999969482422
179,75.70999908447266,81.23999786376953,77.69999694824219
180,71.69999694824219,75.0199966430664,73.62000274658203
181,74.23999786376953,80.12000274658203,77.36000061035156
182,68.19999694824219,73.9000015258789,65.02999877929688
183,76.5999984741211,80.7699966430664,79.08000183105469
184,73.5999984741211,79.45999908447266,76.58000183105469
185,74.02999877929688,80.75,78.4000015258789
186,73.61000061035156,76.77999877929688,76.2300033569336
187,69.75,76.29000091552734,68.69000244140625
188,73.58000183105469,78.5999984741211,76.98999786376953
189,66.75,74.80999755859375,71.87999725341797
190,69.47000122070312,73.58000183105469,69.16999816894531
191,64.7699966430664,67.81999969482422,63.72999954223633
192,72.56999969482422,73.58999633789062,74.36000061035156
193,73.88999938964844,77.83000183105469,76.01000213623047
194,71.91000366210938,75.08000183105469,75.26000213623047
195,73.05000305175781,78.36000061035156,75.37999725341797
196,77.16999816894531,81.38999938964844,79.93000030517578
197,68.12000274658203,74.55999755859375,71.88999938964844
198,69.1500015258789,79.16000366210938,73.9000015258789
199,65.87000274658203,67.06999969482422,66.52999877929688
200,56.4900016784668,59.209999084472656,56.310001373291016
201,67.37000274658203,72.11000061035156,70.4000015258789
202,72.52999877929688,76.45999908447266,74.12000274658203
203,63.04999923706055,64.87000274658203,65.76000213623047
204,74.51000213623047,77.25,78.62000274658203
205,73.37000274658203,78.76000213623047,73.12999725341797
206,75.0999984741211,79.0,77.55000305175781
207,74.79000091552734,80.25,76.7699966430664
208,74.58000183105469,73.8499984741211,77.37999725341797
209,70.44999694824219,78.16999816894531,73.37000274658203
210,73.12000274658203,79.4000015258789,78.62999725341797
211,65.0999984741211,66.05000305175781,64.08000183105469
212,77.33999633789062,82.29000091552734,80.0999984741211
213,73.70999908447266,74.5199966430664,75.94000244140625
214,76.22000122070312,78.95999908447266,78.04000091552734
215,75.01000213623047,77.69999694824219,76.37999725341797
216,74.22000122070312,79.12000274658203,75.98999786376953
217,68.4800033569336,64.91999816894531,66.41999816894531
218,78.3499984741211,82.3499984741211,81.08999633789062
219,72.19999694824219,73.13999938964844,74.0999984741211
220,71.76000213623047,76.75,74.31999969482422
221,71.79000091552734,77.62999725341797,73.87999725341797
222,68.3499984741211,74.4000015258789,70.22000122070312
223,75.11000061035156,80.4000015258789,76.97000122070312
224,75.08999633789062,79.22000122070312,78.61000061035156
225,71.30000305175781,80.44999694824219,77.41999816894531
226,62.63999938964844,70.5999984741211,65.91999816894531
227,73.97000122070312,79.36000061035156,77.30999755859375
228,69.7699966430664,71.51000213623047,71.47000122070312
229,71.7300033569336,77.63999938964844,64.45999908447266
230,77.52999877929688,82.01000213623047,79.12999725341797
231,71.95999908447266,75.69999694824219,78.58999633789062
232,77.75,76.41999816894531,80.6500015258789
233,74.22000122070312,80.76000213623047,74.25
234,37.04999923706055,71.06999969482422,71.44999694824219
235,60.31999969482422,68.02999877929688,65.30999755859375
236,76.55999755859375,81.68000030517578,80.08999633789062
237,70.2300033569336,78.08000183105469,72.98999786376953
238,67.55999755859375,76.06999969482422,71.95999908447266
239,76.0199966430664,79.33999633789062,78.62999725341797
240,66.12000274658203,71.88999938964844,66.08000183105469
241,73.95999908447266,80.01000213623047,77.87000274658203
242,73.91999816894531,80.31999969482422,77.2300033569336
243,73.58999633789062,80.06999969482422,76.97000122070312
244,73.87999725341797,78.66000366210938,76.36000061035156
245,73.94999694824219,82.6500015258789,78.11000061035156
246,75.73999786376953,80.3499984741211,78.20999908447266
247,55.470001220703125,58.400001525878906,57.77000045776367
248,74.30000305175781,76.04000091552734,76.2699966430664
249,67.80999755859375,74.54000091552734,70.63999938964844
250,74.04000091552734,76.9800033569336,72.36000061035156
251,76.87999725341797,79.55999755859375,79.16000366210938
252,72.58000183105469,79.26000213623047,75.5199966430664
253,72.02999877929688,74.51000213623047,72.2699966430664
254,69.0199966430664,74.80999755859375,71.08999633789062
255,77.37999725341797,82.7699966430664,81.13999938964844
256,67.33999633789062,73.30000305175781,71.44000244140625
257,75.43000030517578,80.5999984741211,77.83999633789062
258,74.43000030517578,77.94000244140625,76.45999908447266
259,75.31999969482422,80.55999755859375,76.26000213623047
260,74.52999877929688,75.08999633789062,79.77999877929688
261,76.9000015258789,81.44000244140625,79.33999633789062
262,75.83999633789062,81.70999908447266,78.86000061035156
263,67.5199966430664,76.86000061035156,68.88999938964844
264,71.70999908447266,73.87999725341797,73.69999694824219
265,74.58999633789062,78.87000274658203,76.72000122070312
266,75.33000183105469,79.33000183105469,79.55999755859375
267,64.06999969482422,75.79000091552734,64.16999816894531
268,56.369998931884766,41.099998474121094,47.459999084472656
269,72.22000122070312,78.08999633789062,75.5
270,70.73999786376953,74.69000244140625,71.2300033569336
271,71.0199966430664,77.51000213623047,74.9000015258789
272,63.7599983215332,72.77999877929688,70.73999786376953
273,67.38999938964844,74.20999908447266,67.37999725341797
274,56.310001373291016,59.0099983215332,56.68000030517578
275,75.58999633789062,80.76000213623047,78.91999816894531
276,68.06999969482422,76.79000091552734,70.95999908447266
277,77.70999908447266,82.54000091552734,80.18000030517578
278,71.47000122070312,78.01000213623047,72.88999938964844
279,77.81999969482422,81.87999725341797,80.91000366210938
280,74.77999877929688,78.05999755859375,77.12000274658203
281,70.75,75.8499984741211,73.08999633789062
282,64.54000091552734,70.02999877929688,66.18000030517578
283,72.0999984741211,78.13999938964844,77.8499984741211
284,73.44000244140625,77.1500015258789,80.41000366210938
285,72.19000244140625,78.73999786376953,76.22000122070312
286,69.30000305175781,65.1500015258789,58.18000030517578
287,73.69999694824219,77.0,75.38999938964844
288,70.33999633789062,76.5999984741211,73.01000213623047
289,74.25,78.9800033569336,73.8499984741211
290,77.62000274658203,83.12000274658203,80.83999633789062
291,74.91000366210938,62.41999816894531,78.20999908447266
292,71.9000015258789,77.94999694824219,74.73999786376953
293,75.41999816894531,76.94999694824219,77.36000061035156
294,72.83999633789062,76.81999969482422,74.91000366210938
295,22.559999465942383,77.83000183105469,70.61000061035156
296,69.36000061035156,73.97000122070312,69.68000030517578
297,75.76000213623047,79.83999633789062,77.94999694824219
298,65.5199966430664,66.48999786376953,65.37999725341797
299,72.87000274658203,76.83999633789062,74.55000305175781
300,73.93000030517578,77.08999633789062,76.5
