round,algorithm,seed,tfp_target_ratio,tfp_max_history_gap,test_accuracy,round_train_seconds,selected_clients,task_seeds,global_state_sha256,clients_with_history,clients_history_eligible,clients_targeted,clients_dispatch_changed,clients_cold_start,clients_stale,clients_no_valid_history,clients_no_target_slots,total_reset_slots,targeted_reset_slots,random_reset_slots,actual_target_fraction,baseline_random_overlap_slots,baseline_random_overlap_rate,replaced_reset_slots,mean_history_gap_for_targeted,history_memory_bytes,controller_rng_unchanged,failed_client_updates
17,TargetedFedPhoenix,1,0.25,20,47.9900016784668,8.544200999996974,"[93, 16, 72, 75, 10, 4, 38, 71, 42, 62]","[1800049, 1801046, 1802043, 1803040, 1804037, 1805034, 1806031, 1807028, 1808025, 1809022]",bdf6eaea7f411f44b873cca042071b77316237af06dcb2c3fd80ede3eaafa3ea,9,9,9,9,1,0,0,0,660,135,525,0.20454545454545456,0,0.0,135,7.222222222222222,1626856,True,0
18,TargetedFedPhoenix,1,0.25,20,29.420000076293945,9.202215299999807,"[36, 47, 1, 64, 57, 97, 29, 6, 67, 92]","[1900052, 1901049, 1902046, 1903043, 1904040, 1905037, 1906034, 1907031, 1908028, 1909025]",6e1076ce2bbd4fcae4459bceeef4affb6f1b877ebc4225e4b4ad344d29da28a9,6,6,6,6,4,0,0,0,660,90,570,0.13636363636363635,1,0.011111111111111112,89,6.666666666666667,1711368,True,0
19,TargetedFedPhoenix,1,0.25,20,40.75,10.134491899996647,"[48, 87, 17, 57, 22, 81, 4, 51, 94, 63]","[2000055, 2001052, 2002049, 2003046, 2004043, 2005040, 2006037, 2007034, 2008031, 2009028]",2c89cba24f76940a69025f2c1b62fe6726e33161dc3493c891f765601dcc5f20,7,7,7,7,3,0,0,0,660,105,555,0.1590909090909091,5,0.047619047619047616,100,8.285714285714286,1774752,True,0
20,TargetedFedPhoenix,1,0.25,20,39.29999923706055,10.199564499998814,"[9, 17, 59, 11, 2, 95, 68, 28, 60, 14]","[2100058, 2101055, 2102052, 2103049, 2104046, 2105043, 2106040, 2107037, 2108034, 2109031]",413c1bbdaa9a6fcdb995251d9547b8a1cde42628f7efcd39b2d43de5722cbade,8,8,8,8,2,0,0,0,660,120,540,0.18181818181818182,1,0.008333333333333333,119,6.75,1817008,True,0
21,TargetedFedPhoenix,1,0.25,20,50.41999816894531,9.329759399988689,"[26, 25, 15, 93, 45, 54, 68, 90, 76, 10]","[2200061, 2201058, 2202055, 2203052, 2204049, 2205046, 2206043, 2207040, 2208037, 2209034]",e2b756b3fac7623a59fcc23d456c7a7445cf0ee62e5d2aedc794e8bb4c684993,9,9,9,9,1,0,0,0,660,135,525,0.20454545454545456,4,0.02962962962962963,131,7.555555555555555,1838136,True,0
22,TargetedFedPhoenix,1,0.25,20,53.81999969482422,8.846682599993073,"[84, 74, 93, 1, 48, 44, 29, 26, 94, 75]","[2300064, 2301061, 2302058, 2303055, 2304052, 2305049, 2306046, 2307043, 2308040, 2309037]",b66bf02d15a93c62bd58748c656573b9ffd9995334dddeb103661460700510d8,10,9,9,9,0,1,0,0,660,135,525,0.20454545454545456,1,0.007407407407407408,134,4.888888888888889,1838136,True,0
23,TargetedFedPhoenix,1,0.25,20,46.900001525878906,8.607118300002185,"[71, 58, 50, 22, 59, 84, 10, 70, 43, 67]","[2400067, 2401064, 2402061, 2403058, 2404055, 2405052, 2406049, 2407046, 2408043, 2409040]",9dd9124e0c7a28bb9a690e1c0e0373c2ce4faa76faeabb11a10a8804a693f2b8,9,9,9,9,1,0,0,0,660,135,525,0.20454545454545456,2,0.014814814814814815,133,5.666666666666667,1859264,True,0
24,TargetedFedPhoenix,1,0.25,20,51.849998474121094,11.710261100000935,"[70, 54, 33, 75, 31, 58, 17, 6, 3, 51]","[2500070, 2501067, 2502064, 2503061, 2504058, 2505055, 2506052, 2507049, 2508046, 2509043]",2bf440efc9ab9d61e8af0c4e6f5e958a3972297cc0c5243ca4a8c5b723f7511b,9,9,9,9,1,0,0,0,660,135,525,0.20454545454545456,4,0.02962962962962963,131,5.0,1880392,True,0
25,TargetedFedPhoenix,1,0.25,20,53.95000076293945,9.555844300004537,"[42, 87, 33, 36, 30, 84, 78, 98, 71, 75]","[2600073, 2601070, 2602067, 2603064, 2604061, 2605058, 2606055, 2607052, 2608049, 2609046]",4449fd07f816f3aa7bc8cf9c204ac841a92e9377a7d6343d053960f538bbfce1,9,9,9,9,1,0,0,0,660,135,525,0.20454545454545456,2,0.014814814814814815,133,5.555555555555555,1901520,True,0
26,TargetedFedPhoenix,1,0.25,20,49.869998931884766,9.221975199994631,"[41, 47, 34, 10, 51, 11, 50, 16, 86, 64]","[2700076, 2701073, 2702070, 2703067, 2704064, 2705061, 2706058, 2707055, 2708052, 2709049]",7d69a8cfb2a895bfa5f44c07564def6d45555cb9f8cc29916b32134cc30b129a,9,9,9,9,1,0,0,0,660,135,525,0.20454545454545456,2,0.014814814814814815,133,6.777777777777778,1922648,True,0
27,TargetedFedPhoenix,1,0.25,20,51.72999954223633,10.404871899998398,"[58, 82, 63, 50, 98, 84, 4, 46, 65, 88]","[2800079, 2801076, 2802073, 2803070, 2804067, 2805064, 2806061, 2807058, 2808055, 2809052]",c8e1afbc551545e2ff345a9635038d8eff13dfc3ae20069029960d100f364c77,10,10,10,10,0,0,0,0,660,150,510,0.22727272727272727,2,0.013333333333333334,148,8.0,1922648,True,0
28,TargetedFedPhoenix,1,0.25,20,50.61000061035156,7.881518700000015,"[99, 88, 69, 16, 46, 29, 90, 91, 4, 45]","[2900082, 2901079, 2902076, 2903073, 2904070, 2905067, 2906064, 2907061, 2908058, 2909055]",c2b99bed87118c5364766f29233a14809feee4547821528de6d1b3c204770169,10,9,9,9,0,1,0,0,660,135,525,0.20454545454545456,3,0.022222222222222223,132,6.222222222222222,1922648,True,0
29,TargetedFedPhoenix,1,0.25,20,47.09000015258789,11.00960030000715,"[80, 73, 28, 34, 1, 10, 13, 65, 5, 49]","[3000085, 3001082, 3002079, 3003076, 3004073, 3005070, 3006067, 3007064, 3008061, 3009058]",01277925b1527244801b5917f7af30242b0d9f9554451dcc343108cd60784519,9,8,8,8,1,1,0,0,660,120,540,0.18181818181818182,3,0.025,117,8.5,1943776,True,0
30,TargetedFedPhoenix,1,0.25,20,57.7599983215332,9.163427099992987,"[62, 41, 74, 11, 99, 8, 75, 26, 81, 85]","[3100088, 3101085, 3102082, 3103079, 3104076, 3105073, 3106070, 3107067, 3108064, 3109061]",832834b1c81ae541fb962f63a378aada59cb18a137eaaa1eed767a35ce899828,10,10,10,10,0,0,0,0,660,150,510,0.22727272727272727,4,0.02666666666666667,146,8.6,1943776,True,0
31,TargetedFedPhoenix,1,0.25,20,56.970001220703125,7.4454932999942685,"[96, 81, 77, 83, 14, 50, 13, 67, 53, 91]","[3200091, 3201088, 3202085, 3203082, 3204079, 3205076, 3206073, 3207070, 3208067, 3209064]",4a0f009c6bff3b133f4b34ab7a1913ae2d9117eef9aa1f675554a7e1ccb262e1,8,6,6,6,2,2,0,0,660,90,570,0.13636363636363635,3,0.03333333333333333,87,4.833333333333333,1986032,True,0
32,TargetedFedPhoenix,1,0.25,20,57.68000030517578,10.672263699991163,"[40, 73, 70, 3, 6, 94, 1, 25, 20, 10]","[3300094, 3301091, 3302088, 3303085, 3304082, 3305079, 3306076, 3307073, 3308070, 3309067]",82f7fb299ebba3cd4a817f192874b8965cb1288bee874491b37f93fcfdccb98a,9,9,9,9,1,0,0,0,660,135,525,0.20454545454545456,1,0.007407407407407408,134,8.0,2007160,True,0
33,TargetedFedPhoenix,1,0.25,20,58.720001220703125,10.026374699998996,"[45, 16, 51, 88, 17, 78, 36, 44, 21, 62]","[3400097, 3401094, 3402091, 3403088, 3404085, 3405082, 3406079, 3407076, 3408073, 3409070]",c596d5750d59bade01819c5ade05be024e011ab4c68c0c519061b126c2e24a2d,9,9,9,9,1,0,0,0,660,135,525,0.20454545454545456,1,0.007407407407407408,134,6.777777777777778,2028288,True,0
34,TargetedFedPhoenix,1,0.25,20,65.0,7.634135700005572,"[92, 43, 97, 61, 58, 67, 1, 98, 30, 75]","[3500100, 3501097, 3502094, 3503091, 3504088, 3505085, 3506082, 3507079, 3508076, 3509073]",8937fdbbd0dd916084c9a2a599efd4a87f465e1cc85b7e6bae94fe6c2de305ff,10,9,9,9,0,1,0,0,660,135,525,0.20454545454545456,1,0.007407407407407408,134,8.333333333333334,2028288,True,0
35,TargetedFedPhoenix,1,0.25,20,55.2599983215332,9.767310799987172,"[31, 89, 17, 66, 92, 23, 96, 9, 35, 20]","[3600103, 3601100, 3602097, 3603094, 3604091, 3605088, 3606085, 3607082, 3608079, 3609076]",0fe9bcd9e3f8b46075b8ef0d615c817243f80fc78a0ab10b154d0b47adfe306c,10,7,7,7,0,3,0,0,660,105,555,0.1590909090909091,4,0.0380952380952381,101,8.0,2028288,True,0
36,TargetedFedPhoenix,1,0.25,20,52.13999938964844,12.265046400003484,"[72, 68, 65, 28, 23, 85, 16, 60, 73, 78]","[3700106, 3701103, 3702100, 3703097, 3704094, 3705091, 3706088, 3707085, 3708082, 3709079]",23d59b8a68f75429cff485bc3df89b7b2bc3f7d424f0721d0aa6381244d99a87,10,10,10,10,0,0,0,0,660,150,510,0.22727272727272727,5,0.03333333333333333,145,8.1,2028288,True,0
37,TargetedFedPhoenix,1,0.25,20,61.79999923706055,9.665295500002685,"[66, 49, 62, 9, 84, 68, 74, 3, 44, 71]","[3800109, 3801106, 3802103, 3803100, 3804097, 3805094, 3806091, 3807088, 3808085, 3809082]",950aa066cd76d9d14351b953cd38c140c3b0e45ee163173ab6e3d240a2e4fa1a,10,10,10,10,0,0,0,0,660,150,510,0.22727272727272727,2,0.013333333333333334,148,5.5,2028288,True,0
38,TargetedFedPhoenix,1,0.25,20,58.20000076293945,7.944245799997589,"[50, 73, 27, 38, 8, 53, 21, 14, 28, 64]","[3900112, 3901109, 3902106, 3903103, 3904100, 3905097, 3906094, 3907091, 3908088, 3909085]",e7019feefe0eb06e285c35698d8c00e08e77c3ed80bb4a9fa7d741f1c5b20ba4,10,8,8,8,0,2,0,0,660,120,540,0.18181818181818182,3,0.025,117,6.25,2028288,True,0
39,TargetedFedPhoenix,1,0.25,20,57.63999938964844,9.962667499989038,"[48, 87, 40, 59, 3, 10, 75, 35, 49, 89]","[4000115, 4001112, 4002109, 4003106, 4004103, 4005100, 4006097, 4007094, 4008091, 4009088]",2e525a3652da7c00cd38753ee2049a8e97eb4f7e161719912006e957f66fd4f9,10,10,10,10,0,0,0,0,660,150,510,0.22727272727272727,1,0.006666666666666667,149,7.8,2028288,True,0
40,TargetedFedPhoenix,1,0.25,20,64.3499984741211,9.409663900005398,"[83, 93, 34, 60, 90, 45, 42, 41, 91, 36]","[4100118, 4101115, 4102112, 4103109, 4104106, 4105103, 4106100, 4107097, 4108094, 4109091]",025e8b5b00e37291ad3e116a4b5a4566ac1e52bc06f9bc94722c3d9a03444eee,10,10,10,10,0,0,0,0,660,150,510,0.22727272727272727,1,0.006666666666666667,149,10.2,2028288,True,0
41,TargetedFedPhoenix,1,0.25,20,64.5,9.609297599992715,"[75, 52, 20, 80, 90, 93, 4, 51, 13, 98]","[4200121, 4201118, 4202115, 4203112, 4204109, 4205106, 4206103, 4207100, 4208097, 4209094]",20f013db5932ed1e06cbc9e258e56b9034120fe3b85b4942ba368f2825dde32a,10,9,9,9,0,1,0,0,660,135,525,0.20454545454545456,5,0.037037037037037035,130,6.666666666666667,2028288,True,0
42,TargetedFedPhoenix,1,0.25,20,58.529998779296875,10.136251299991272,"[98, 79, 17, 10, 3, 12, 29, 26, 54, 58]","[4300124, 4301121, 4302118, 4303115, 4304112, 4305109, 4306106, 4307103, 4308100, 4309097]",12ea8f76c1c7d41032506c11d5f8371e598d7835608b7bb67711fe32c6cb9665,10,8,8,8,0,2,0,0,660,120,540,0.18181818181818182,1,0.008333333333333333,119,8.25,2028288,True,0
43,TargetedFedPhoenix,1,0.25,20,60.33000183105469,10.91119400000025,"[32, 15, 47, 9, 7, 16, 24, 57, 71, 28]","[4400127, 4401124, 4402121, 4403118, 4404115, 4405112, 4406109, 4407106, 4408103, 4409100]",d2255b0180b09d6939789b5dcab61b73d69d302de7e862ac8a9eb36f5fc73758,9,5,5,5,1,4,0,0,660,75,585,0.11363636363636363,1,0.013333333333333334,74,8.2,2049416,True,0
44,TargetedFedPhoenix,1,0.25,20,60.40999984741211,8.903320899989922,"[76, 67, 81, 35, 44, 49, 32, 99, 69, 51]","[4500130, 4501127, 4502124, 4503121, 4504118, 4505115, 4506112, 4507109, 4508106, 4509103]",1a7fcc30fa7b3d8bcea41ae53f383984b78ea37623b654f84f39bd1dea534414,10,9,9,9,0,1,0,0,660,135,525,0.20454545454545456,1,0.007407407407407408,134,8.222222222222221,2049416,True,0
45,TargetedFedPhoenix,1,0.25,20,55.15999984741211,8.620771600006265,"[42, 4, 95, 71, 84, 22, 61, 5, 10, 28]","[4600133, 4601130, 4602127, 4603124, 4604121, 4605118, 4606115, 4607112, 4608109, 4609106]",337a678dbf3a1769c1806c5a5db2588e50414654c7f070d42141e660955ef46f,10,8,8,8,0,2,0,0,660,120,540,0.18181818181818182,1,0.008333333333333333,119,6.375,2049416,True,0
46,TargetedFedPhoenix,1,0.25,20,63.84000015258789,10.128401800000574,"[61, 52, 80, 26, 37, 44, 85, 1, 99, 55]","[4700136, 4701133, 4702130, 4703127, 4704124, 4705121, 4706118, 4707115, 4708112, 4709109]",34e670eff0bc89cd4eb83450d0999684c6db9ef3946e0c315c75be0e5b3c848f,10,8,8,8,0,2,0,0,660,120,540,0.18181818181818182,1,0.008333333333333333,119,5.125,2049416,True,0
47,TargetedFedPhoenix,1,0.25,20,61.52000045776367,9.698918800000683,"[23, 10, 75, 28, 19, 22, 43, 13, 98, 85]","[4800139, 4801136, 4802133, 4803130, 4804127, 4805124, 4806121, 4807118, 4808115, 4809112]",89ac41fbce3f47cc1ae93cdc4ece7687b5716b8c1c3117c7db14e960868e0363,9,9,9,9,1,0,0,0,660,135,525,0.20454545454545456,0,0.0,135,5.333333333333333,2070544,True,0
48,TargetedFedPhoenix,1,0.25,20,58.959999084472656,9.382219300008728,"[18, 1, 96, 63, 59, 71, 88, 39, 97, 68]","[4900142, 4901139, 4902136, 4903133, 4904130, 4905127, 4906124, 4907121, 4908118, 4909115]",dcf29f842b47ac37d5cdf76c1fb0fb1f9cfe8b5e75a1178a16033fb396602410,8,7,7,7,2,1,0,0,660,105,555,0.1590909090909091,2,0.01904761904761905,103,9.571428571428571,2112800,True,0
49,TargetedFedPhoenix,1,0.25,20,58.459999084472656,13.456808000002638,"[44, 11, 93, 47, 54, 9, 81, 94, 45, 65]","[5000145, 5001142, 5002139, 5003136, 5004133, 5005130, 5006127, 5007124, 5008121, 5009118]",0e74afbdcf20ae9224d9623ca3b7c2c6f136783fefec1b904573b031b5271779,10,10,10,10,0,0,0,0,660,150,510,0.22727272727272727,5,0.03333333333333333,145,9.3,2112800,True,0
50,TargetedFedPhoenix,1,0.25,20,62.290000915527344,9.639738300000317,"[48, 43, 51, 76, 99, 39, 38, 73, 89, 80]","[5100148, 5101145, 5102142, 5103139, 5104136, 5105133, 5106130, 5107127, 5108124, 5109121]",fd138aa4236f361c5b3ea1b55b3375366b9f045626d6e2f94f3a04a73a49b2c4,10,10,10,10,0,0,0,0,660,150,510,0.22727272727272727,3,0.02,147,7.1,2112800,True,0
51,TargetedFedPhoenix,1,0.25,20,56.54999923706055,10.776010000001406,"[34, 16, 99, 17, 62, 58, 96, 29, 90, 30]","[5200151, 5201148, 5202145, 5203142, 5204139, 5205136, 5206133, 5207130, 5208127, 5209124]",000e9f3a43512809c6089146725c23ad3c0a116ffa7b09c34eb54792ffb98c51,10,10,10,10,0,0,0,0,660,150,510,0.22727272727272727,1,0.006666666666666667,149,9.1,2112800,True,0
52,TargetedFedPhoenix,1,0.25,20,66.87999725341797,8.619803099994897,"[8, 59, 78, 95, 25, 35, 99, 86, 54, 64]","[5300154, 5301151, 5302148, 5303145, 5304142, 5305139, 5306136, 5307133, 5308130, 5309127]",12959a7505c226369a895bda490edd92e1b7ee84cb8584cecea41812ff16d806,10,9,9,9,0,1,0,0,660,135,525,0.20454545454545456,1,0.007407407407407408,134,9.666666666666666,2112800,True,0
53,TargetedFedPhoenix,1,0.25,20,60.06999969482422,10.311896100000013,"[87, 42, 55, 74, 37, 10, 26, 23, 57, 62]","[5400157, 5401154, 5402151, 5403148, 5404145, 5405142, 5406139, 5407136, 5408133, 5409130]",3bd2d339fb1478f834648298953829a4ca10315537e0289e4ec694a6be161a3f,10,10,10,10,0,0,0,0,660,150,510,0.22727272727272727,1,0.006666666666666667,149,8.3,2112800,True,0
54,TargetedFedPhoenix,1,0.25,20,49.95000076293945,8.335375800001202,"[84, 2, 76, 48, 68, 40, 92, 8, 42, 46]","[5500160, 5501157, 5502154, 5503151, 5504148, 5505145, 5506142, 5507139, 5508136, 5509133]",dbfb48428a44da9db70989f5cf8c24e3730ae078c7d8235c7a4403728e7b5061,10,8,8,8,0,2,0,0,660,120,540,0.18181818181818182,3,0.025,117,7.5,2112800,True,0
55,TargetedFedPhoenix,1,0.25,20,66.37000274658203,10.591482199990423,"[91, 70, 16, 58, 10, 35, 31, 86, 62, 54]","[5600163, 5601160, 5602157, 5603154, 5604151, 5605148, 5606145, 5607142, 5608139, 5609136]",e983c296d912b4ac75e11ddf10918b8f4193eff2b33370f9f60d4f4741b12e5c,10,9,9,9,0,1,0,0,660,135,525,0.20454545454545456,5,0.037037037037037035,130,6.222222222222222,2112800,True,0
56,TargetedFedPhoenix,1,0.25,20,63.7599983215332,10.847688399997423,"[32, 41, 20, 75, 69, 62, 74, 38, 80, 58]","[5700166, 5701163, 5702160, 5703157, 5704154, 5705151, 5706148, 5707145, 5708142, 5709139]",2328316fbbf5c989b1f14585e4285812a31f8d4528725fec00a3cfe4fe451824,10,10,10,10,0,0,0,0,660,150,510,0.22727272727272727,2,0.013333333333333334,148,8.1,2112800,True,0
57,TargetedFedPhoenix,1,0.25,20,58.97999954223633,8.595598800005973,"[89, 0, 84, 16, 97, 67, 41, 38, 59, 60]","[5800169, 5801166, 5802163, 5803160, 5804157, 5805154, 5806151, 5807148, 5808145, 5809142]",c11acc88250f3cce36e41711b417f96c578aba55c854f10cf41d671c687298b8,10,9,9,9,0,1,0,0,660,135,525,0.20454545454545456,5,0.037037037037037035,130,6.444444444444445,2112800,True,0
58,TargetedFedPhoenix,1,0.25,20,50.43000030517578,9.05577560000529,"[59, 21, 34, 35, 95, 41, 9, 12, 47, 42]","[5900172, 5901169, 5902166, 5903163, 5904160, 5905157, 5906154, 5907151, 5908148, 5909145]",ed63dc8f5bf1444bc9ba1251e3ab980f3918a12930eb29158f1c64bec609992c,10,10,10,10,0,0,0,0,660,150,510,0.22727272727272727,2,0.013333333333333334,148,7.6,2112800,True,0
59,TargetedFedPhoenix,1,0.25,20,62.66999816894531,10.856741000010516,"[88, 78, 75, 43, 57, 63, 34, 79, 17, 93]","[6000175, 6001172, 6002169, 6003166, 6004163, 6005160, 6006157, 6007154, 6008151, 6009148]",33e0e1103d3d7f5aceca7635e640753de590a5746a7a2c9c8b5ea103201554d8,10,10,10,10,0,0,0,0,660,150,510,0.22727272727272727,1,0.006666666666666667,149,8.3,2112800,True,0
60,TargetedFedPhoenix,1,0.25,20,66.73999786376953,7.836077600004501,"[76, 35, 9, 75, 32, 97, 53, 72, 27, 91]","[6100178, 6101175, 6102172, 6103169, 6104166, 6105163, 6106160, 6107157, 6108154, 6109151]",021d159e6e218061d94b733e812896bc1f9be2f11bb69a5e41c78955f2e67ed8,10,7,7,7,0,3,0,0,660,105,555,0.1590909090909091,2,0.01904761904761905,103,3.2857142857142856,2112800,True,0
61,TargetedFedPhoenix,1,0.25,20,66.11000061035156,12.229802299989387,"[60, 14, 9, 43, 15, 68, 7, 44, 65, 89]","[6200181, 6201178, 6202175, 6203172, 6204169, 6205166, 6206163, 6207160, 6208157, 6209154]",bc574132bd208202dfa331d34381f0ce52507dbdf8430ac45149b517b247f301,10,9,9,9,0,1,0,0,660,135,525,0.20454545454545456,1,0.007407407407407408,134,8.666666666666666,2112800,True,0
