round,test_accuracy,test_loss,selected_clients,probe_pairs,round_seconds
188,70.3499984741211,1.0315212611198425,"[67, 20, 34, 69, 85, 14, 86, 81, 36, 76]","[[34, 76], [69, 86]]",17.59616289997939
189,67.91000366210938,1.2129726634979248,"[57, 7, 53, 49, 74, 65, 76, 29, 78, 80]","[[78, 57], [74, 7]]",17.546109800052363
190,70.54000091552734,1.0595957551002502,"[71, 25, 7, 77, 39, 51, 87, 5, 45, 11]","[[11, 71], [51, 7]]",13.158476800017525
191,66.44000244140625,1.2346723243713378,"[60, 21, 34, 0, 98, 92, 44, 65, 66, 3]","[[66, 98], [44, 66]]",14.77644709998276
192,69.19000244140625,1.0772186656951905,"[36, 59, 66, 20, 0, 16, 86, 71, 90, 56]","[[16, 56], [56, 90]]",14.19012569996994
193,74.26000213623047,0.9235207732200622,"[19, 22, 51, 45, 91, 26, 14, 83, 15, 67]","[[26, 45], [22, 14]]",12.876455200021155
194,66.36000061035156,1.2147662437438964,"[62, 14, 3, 92, 78, 33, 89, 48, 70, 31]","[[92, 89], [33, 62]]",15.5175150000141
195,71.23999786376953,0.9897248680114746,"[37, 10, 88, 63, 53, 68, 2, 52, 26, 59]","[[26, 10], [68, 63]]",13.67816250002943
196,73.93000030517578,0.9232745241165161,"[59, 71, 85, 49, 20, 10, 3, 86, 88, 33]","[[88, 3], [49, 71]]",14.910723300010432
197,54.41999816894531,1.755742975616455,"[9, 0, 18, 66, 44, 17, 92, 95, 64, 96]","[[0, 66], [92, 44]]",12.70363239996368
198,69.77999877929688,1.095209315109253,"[70, 58, 24, 57, 32, 19, 43, 65, 5, 88]","[[58, 88], [32, 24]]",15.708250000025146
199,59.9900016784668,1.553467214202881,"[61, 75, 68, 2, 6, 26, 1, 56, 78, 74]","[[6, 68], [74, 1]]",13.360218900023028
200,58.290000915527344,1.4623988409042359,"[8, 57, 22, 90, 46, 9, 56, 99, 89, 4]","[[90, 56], [22, 89]]",12.347238999966066
201,68.66999816894531,1.09064945602417,"[83, 41, 69, 7, 63, 51, 78, 89, 43, 81]","[[51, 63], [89, 63]]",13.084659799991641
202,68.2699966430664,1.1420014680862427,"[74, 76, 14, 98, 73, 37, 94, 68, 39, 11]","[[11, 68], [94, 11]]",13.562277199991513
203,59.88999938964844,1.4533918998718263,"[38, 78, 17, 56, 90, 34, 42, 0, 1, 12]","[[17, 0], [0, 90]]",13.00619220000226
204,71.08999633789062,0.9839684573173523,"[45, 36, 95, 8, 99, 75, 93, 4, 24, 58]","[[8, 58], [75, 4]]",13.900289500015788
205,69.01000213623047,1.0443167343139648,"[66, 46, 89, 23, 4, 97, 78, 26, 79, 52]","[[26, 46], [89, 66]]",14.79356269998243
206,71.76000213623047,0.9846162975311279,"[71, 79, 23, 7, 97, 86, 72, 57, 70, 64]","[[7, 23], [71, 23]]",16.784155300003476
207,68.19999694824219,1.0542798376083373,"[55, 14, 21, 43, 5, 30, 35, 15, 28, 34]","[[14, 55], [35, 34]]",13.472217400034424
208,69.94999694824219,1.0595806201934814,"[54, 51, 22, 85, 73, 90, 4, 69, 75, 6]","[[4, 6], [73, 90]]",12.936740500037558
209,70.58999633789062,1.007877160358429,"[78, 98, 48, 28, 76, 96, 97, 69, 66, 65]","[[98, 65], [69, 48]]",13.542193300032523
210,70.83999633789062,1.0128582414627074,"[52, 54, 70, 39, 89, 14, 77, 74, 15, 88]","[[52, 88], [39, 77]]",12.964671300025657
211,67.98999786376953,1.116299654006958,"[58, 12, 87, 84, 91, 62, 82, 57, 6, 21]","[[82, 57], [84, 62]]",15.315045199997257
212,74.87999725341797,0.8568168128967285,"[59, 99, 54, 55, 14, 63, 7, 88, 91, 52]","[[14, 99], [63, 59]]",14.906500900047831
213,72.06999969482422,0.9416922556877136,"[44, 73, 39, 28, 18, 92, 52, 79, 54, 77]","[[54, 39], [28, 73]]",13.13010959996609
214,73.19000244140625,0.9814905666351318,"[59, 70, 54, 27, 89, 21, 42, 25, 60, 49]","[[89, 42], [60, 49]]",13.503454599995166
215,72.9800033569336,0.9680427318572998,"[2, 56, 59, 80, 62, 19, 42, 33, 72, 35]","[[56, 33], [2, 35]]",12.531729400041513
216,71.52999877929688,1.015325012779236,"[53, 17, 11, 78, 66, 39, 94, 4, 47, 90]","[[66, 53], [47, 11]]",13.459437099983916
217,62.75,1.3526774278640747,"[48, 51, 34, 78, 92, 54, 96, 84, 88, 74]","[[88, 92], [48, 54]]",11.758990400005132
218,73.52999877929688,0.9064117869377136,"[15, 25, 50, 89, 72, 20, 85, 47, 1, 3]","[[3, 50], [25, 1]]",14.172563800006174
219,72.94000244140625,0.9540396570205688,"[91, 39, 11, 12, 93, 64, 30, 79, 29, 49]","[[64, 39], [93, 11]]",13.469223799998872
220,63.720001220703125,1.3853154474258422,"[21, 88, 95, 65, 60, 8, 46, 31, 63, 72]","[[88, 46], [8, 72]]",13.404074499965645
221,66.36000061035156,1.0921884126663208,"[96, 63, 58, 77, 95, 23, 61, 29, 91, 59]","[[91, 63], [63, 59]]",13.379317100043409
222,62.959999084472656,1.3511608253479004,"[8, 69, 44, 89, 49, 36, 77, 19, 92, 72]","[[8, 49], [72, 69]]",12.479090200038627
223,73.18000030517578,0.9420978830337524,"[47, 49, 1, 80, 27, 9, 83, 72, 76, 92]","[[47, 83], [76, 92]]",12.307933600037359
224,72.01000213623047,1.031095791244507,"[10, 57, 54, 1, 80, 76, 56, 39, 14, 20]","[[10, 76], [20, 39]]",14.591775799985044
225,67.33999633789062,1.1349396457672118,"[6, 62, 31, 90, 3, 51, 24, 91, 23, 55]","[[6, 24], [55, 90]]",14.517735800007358
226,67.52999877929688,1.1425229610443115,"[98, 18, 78, 89, 27, 80, 33, 86, 88, 15]","[[98, 89], [89, 80]]",13.041757000028156
227,72.12000274658203,1.0071522104263306,"[85, 12, 59, 60, 73, 80, 0, 10, 23, 13]","[[0, 13], [12, 73]]",14.92398109997157
228,67.61000061035156,1.162549520778656,"[35, 46, 54, 87, 84, 51, 27, 95, 21, 61]","[[51, 87], [87, 84]]",12.24012109998148
229,63.650001525878906,1.3188264389038087,"[64, 6, 96, 98, 27, 71, 18, 3, 1, 95]","[[96, 18], [27, 64]]",10.902373799995985
230,72.2300033569336,0.8983309197425843,"[88, 90, 96, 35, 69, 11, 60, 48, 23, 42]","[[88, 23], [69, 11]]",12.478741400002036
231,66.69999694824219,1.1368627141952514,"[98, 88, 43, 57, 48, 99, 63, 53, 94, 55]","[[63, 55], [99, 55]]",12.77992900001118
232,70.56999969482422,1.064344772529602,"[96, 75, 74, 76, 39, 80, 34, 12, 60, 20]","[[34, 60], [76, 80]]",13.659938500029966
233,69.22000122070312,1.0773081989288331,"[20, 47, 38, 59, 64, 82, 60, 45, 63, 85]","[[63, 60], [82, 45]]",13.095233800006099
234,61.13999938964844,1.5390313640594482,"[32, 6, 51, 4, 8, 22, 72, 86, 55, 12]","[[86, 51], [4, 12]]",12.490914299967699
235,62.470001220703125,1.3916931034088136,"[45, 71, 84, 65, 61, 83, 87, 53, 77, 51]","[[45, 51], [87, 61]]",12.878302600001916
236,73.83000183105469,0.8970790935516357,"[13, 71, 56, 63, 49, 44, 85, 76, 50, 93]","[[76, 49], [93, 71]]",13.513251000025775
237,70.94999694824219,1.0168444568634034,"[45, 52, 95, 68, 64, 15, 29, 54, 43, 93]","[[45, 29], [15, 43]]",12.152431300026365
238,70.16999816894531,1.0600706853866577,"[58, 70, 25, 56, 87, 27, 94, 1, 74, 44]","[[94, 44], [87, 74]]",12.960460799979046
239,72.19000244140625,0.962981809425354,"[2, 7, 31, 45, 81, 62, 23, 97, 18, 27]","[[2, 18], [31, 7]]",13.925624400028028
240,65.91999816894531,1.2056263195037842,"[25, 13, 40, 64, 52, 44, 22, 48, 3, 46]","[[22, 40], [40, 46]]",14.322638000012375
241,71.95999908447266,0.999841778755188,"[84, 9, 72, 56, 13, 98, 21, 79, 71, 32]","[[9, 32], [56, 71]]",11.046902999980375
242,74.18000030517578,0.9125844633102417,"[32, 2, 36, 91, 58, 81, 87, 68, 25, 5]","[[36, 87], [91, 87]]",14.961990699986927
243,72.80000305175781,0.9802171375274659,"[25, 41, 74, 21, 97, 69, 4, 17, 3, 88]","[[88, 25], [69, 97]]",13.170782600005623
244,73.01000213623047,1.0182910190582275,"[80, 19, 97, 75, 60, 93, 78, 40, 32, 87]","[[87, 19], [93, 19]]",14.506013099977281
245,75.11000061035156,0.9247282035827636,"[70, 59, 68, 16, 36, 72, 71, 45, 91, 56]","[[45, 36], [91, 71]]",12.860629700007848
246,74.37999725341797,0.9720346578598023,"[83, 81, 9, 39, 2, 67, 66, 98, 80, 51]","[[83, 81], [81, 39]]",11.76597310003126
247,55.810001373291016,2.142828958892822,"[43, 64, 42, 4, 78, 0, 39, 57, 37, 98]","[[37, 78], [57, 37]]",12.177961400011554
248,71.38999938964844,1.010541764831543,"[11, 6, 16, 48, 14, 19, 68, 82, 94, 39]","[[14, 48], [94, 19]]",15.390413300017826
249,65.80000305175781,1.3006014009475708,"[0, 7, 93, 77, 78, 38, 46, 99, 42, 54]","[[77, 93], [93, 38]]",12.919809799990617
250,72.05000305175781,0.9810901399612427,"[36, 70, 71, 57, 63, 73, 69, 17, 48, 47]","[[36, 69], [57, 17]]",17.196676500025205
251,73.62999725341797,0.9876810413360596,"[10, 42, 60, 43, 85, 48, 1, 91, 22, 26]","[[42, 85], [10, 85]]",11.410870299965609
252,69.3499984741211,1.065042409992218,"[46, 3, 23, 96, 47, 32, 52, 50, 82, 28]","[[3, 28], [23, 46]]",15.308670500002336
253,67.6500015258789,1.3992477886199952,"[2, 55, 26, 94, 14, 72, 5, 50, 91, 42]","[[42, 50], [72, 26]]",11.989009100012481
254,69.12000274658203,1.1625304943084718,"[75, 69, 0, 7, 53, 77, 67, 64, 62, 73]","[[69, 7], [53, 75]]",13.372881199989934
255,75.13999938964844,0.8785706031799316,"[14, 27, 66, 5, 15, 75, 91, 28, 63, 62]","[[15, 14], [91, 28]]",13.48758730001282
256,55.81999969482422,1.8592483253479004,"[74, 39, 76, 51, 46, 12, 95, 17, 68, 93]","[[17, 76], [12, 74]]",14.114533099986147
257,67.52999877929688,1.0975062615394593,"[46, 28, 88, 96, 20, 23, 19, 15, 91, 11]","[[15, 11], [23, 88]]",15.193332199996803
258,68.16000366210938,1.1564311700820922,"[18, 46, 87, 61, 79, 50, 69, 97, 72, 37]","[[87, 69], [18, 69]]",13.459805199992843
259,70.04000091552734,1.0882455184936524,"[34, 57, 53, 30, 72, 9, 37, 19, 5, 14]","[[30, 34], [53, 9]]",14.155471199948806
260,73.08999633789062,0.9496513553619385,"[4, 67, 61, 35, 96, 86, 63, 9, 8, 36]","[[96, 67], [63, 86]]",12.2688759000157
261,73.05999755859375,0.940557639503479,"[89, 41, 20, 92, 67, 44, 61, 77, 3, 9]","[[61, 3], [20, 44]]",13.698734399979003
262,73.4000015258789,1.003735095977783,"[87, 20, 97, 50, 35, 68, 33, 98, 53, 96]","[[68, 20], [53, 33]]",12.994016200012993
263,68.9800033569336,1.145351526260376,"[89, 57, 26, 69, 23, 54, 68, 92, 4, 82]","[[4, 57], [89, 26]]",14.022576400020625
264,72.23999786376953,0.9738539659500122,"[45, 31, 11, 28, 39, 71, 7, 91, 4, 93]","[[45, 28], [11, 39]]",13.284564100031275
265,72.11000061035156,0.989992193031311,"[2, 85, 50, 23, 46, 82, 83, 20, 49, 6]","[[49, 50], [85, 20]]",15.27592469996307
266,72.69999694824219,0.9869364301681518,"[3, 42, 84, 62, 69, 25, 23, 76, 52, 75]","[[25, 23], [42, 23]]",14.559190500003751
267,70.88999938964844,1.0729477754592895,"[4, 95, 1, 21, 83, 23, 48, 78, 42, 31]","[[95, 78], [23, 1]]",13.782562699983828
268,55.56999969482422,1.8030209175109864,"[38, 6, 37, 55, 34, 97, 98, 74, 56, 45]","[[6, 37], [98, 56]]",11.765594900003634
269,68.61000061035156,1.1213455949783324,"[54, 93, 74, 85, 16, 98, 50, 59, 70, 3]","[[54, 74], [98, 54]]",11.810933200002182
270,66.94000244140625,1.2449909833908082,"[39, 20, 43, 1, 78, 0, 60, 31, 15, 6]","[[43, 15], [0, 43]]",12.240394500026014
271,68.19000244140625,1.1188162405014037,"[42, 76, 2, 31, 19, 17, 83, 92, 44, 35]","[[44, 83], [31, 19]]",12.124429200019222
272,69.97000122070312,0.9740303406715393,"[56, 91, 92, 28, 38, 82, 32, 98, 63, 85]","[[92, 56], [91, 63]]",11.008755799965002
273,68.23999786376953,1.1642698225021362,"[5, 84, 60, 47, 3, 13, 65, 92, 19, 74]","[[3, 92], [65, 60]]",15.8833151999861
274,47.29999923706055,2.216988028717041,"[59, 45, 39, 67, 6, 78, 84, 80, 22, 57]","[[67, 78], [39, 84]]",13.22889759996906
275,73.0,0.897086125946045,"[64, 42, 43, 38, 94, 36, 68, 8, 11, 89]","[[43, 38], [8, 68]]",10.279219300020486
276,70.27999877929688,1.0851021398544312,"[23, 69, 89, 9, 42, 74, 62, 68, 57, 93]","[[9, 23], [23, 68]]",15.157342499995138
277,73.13999938964844,0.9751015563964843,"[85, 66, 93, 44, 48, 13, 3, 21, 23, 39]","[[93, 44], [85, 21]]",14.790117399999872
278,71.61000061035156,0.980806987953186,"[28, 94, 18, 68, 65, 53, 66, 75, 12, 92]","[[18, 94], [75, 28]]",15.372115799982566
279,75.0999984741211,0.9256936574935913,"[90, 75, 39, 64, 49, 44, 66, 50, 60, 98]","[[66, 60], [60, 44]]",12.240880099998321
280,73.33999633789062,0.964708776473999,"[61, 27, 77, 23, 66, 33, 26, 42, 37, 78]","[[42, 33], [78, 77]]",13.64884159999201
281,69.2300033569336,1.0853181100845337,"[0, 56, 5, 30, 76, 95, 53, 73, 63, 88]","[[95, 5], [56, 53]]",12.688225399993826
282,68.70999908447266,1.0842638998031615,"[84, 89, 68, 64, 78, 62, 28, 30, 49, 41]","[[62, 49], [49, 89]]",14.585879800026305
283,72.94999694824219,0.9860296566009521,"[67, 45, 94, 35, 39, 72, 5, 22, 7, 62]","[[45, 7], [35, 22]]",12.390347099979408
284,72.0199966430664,1.04357135181427,"[90, 91, 9, 58, 98, 5, 97, 92, 55, 12]","[[55, 91], [97, 55]]",12.237783499993384
285,71.5,1.113624854850769,"[84, 9, 22, 95, 91, 55, 21, 15, 13, 1]","[[55, 1], [21, 22]]",12.346066900005098
286,63.2400016784668,1.4302189445495606,"[1, 53, 10, 7, 6, 90, 21, 92, 78, 46]","[[6, 46], [7, 90]]",14.944445900036953
287,69.9800033569336,1.1413436244964599,"[85, 92, 66, 58, 24, 86, 82, 2, 7, 64]","[[2, 24], [82, 2]]",14.172221199958585
288,72.30000305175781,0.978157147026062,"[40, 50, 36, 99, 33, 79, 62, 74, 16, 22]","[[16, 36], [62, 50]]",15.141128899995238
289,70.7699966430664,1.0940516111373901,"[25, 33, 10, 14, 87, 8, 51, 83, 69, 57]","[[25, 57], [69, 83]]",14.288849900010973
290,73.9000015258789,0.9590972177505493,"[35, 15, 38, 19, 52, 46, 71, 9, 47, 75]","[[46, 71], [47, 75]]",13.299396000045817
291,71.9800033569336,1.0527167764663696,"[86, 92, 14, 8, 45, 38, 60, 63, 82, 46]","[[8, 14], [82, 63]]",12.511202299967408
292,69.33000183105469,1.2284580186843872,"[73, 57, 67, 14, 40, 24, 63, 35, 72, 69]","[[72, 35], [63, 40]]",13.786087799991947
293,68.87000274658203,1.2095365131378173,"[77, 55, 61, 34, 18, 35, 0, 97, 98, 26]","[[77, 0], [0, 61]]",12.1595097000245
294,69.9800033569336,1.0862490888595582,"[90, 30, 53, 77, 76, 85, 8, 35, 81, 69]","[[77, 76], [30, 81]]",11.413886499998625
295,68.83000183105469,1.1555014539718629,"[52, 30, 46, 49, 35, 90, 6, 40, 20, 97]","[[46, 90], [30, 35]]",14.518443600041792
296,72.11000061035156,1.0494589969635009,"[42, 21, 97, 18, 44, 48, 98, 45, 7, 95]","[[48, 7], [44, 21]]",13.689170900033787
297,73.81999969482422,1.0165348690032958,"[67, 72, 49, 58, 2, 66, 55, 98, 25, 53]","[[58, 2], [98, 66]]",13.521618200000376
298,63.13999938964844,1.4931428993225098,"[16, 2, 36, 77, 86, 40, 87, 33, 95, 75]","[[16, 40], [2, 86]]",14.333855399978347
299,70.30999755859375,1.1532525867462158,"[1, 66, 81, 52, 47, 99, 38, 56, 65, 4]","[[65, 38], [56, 52]]",15.076719900011085
300,73.2699966430664,1.0137401165008544,"[73, 93, 90, 66, 22, 52, 77, 18, 71, 39]","[[39, 93], [90, 66]]",12.773021500033792
301,74.47000122070312,0.9216201070785522,"[58, 81, 11, 2, 36, 79, 23, 5, 64, 30]","[[81, 36], [30, 81]]",15.77878910000436
302,67.68000030517578,1.2001557357788086,"[9, 94, 15, 47, 62, 70, 17, 6, 41, 89]","[[15, 62], [62, 94]]",14.7587583999848
303,72.97000122070312,1.0044002858161927,"[11, 61, 88, 74, 91, 35, 80, 33, 93, 38]","[[74, 93], [93, 11]]",13.787500300037209
304,70.4800033569336,1.092690118598938,"[97, 89, 66, 76, 71, 39, 74, 15, 42, 56]","[[74, 42], [89, 71]]",11.815381599997636
305,73.72000122070312,0.9963432550430298,"[50, 21, 55, 36, 22, 52, 42, 38, 66, 69]","[[21, 50], [50, 55]]",12.799212299985811
306,71.91999816894531,1.0380329483032227,"[17, 80, 30, 13, 40, 72, 26, 43, 5, 78]","[[80, 30], [26, 13]]",13.83712739998009
307,70.91999816894531,1.1197531873703004,"[25, 34, 22, 83, 5, 21, 56, 97, 10, 33]","[[97, 21], [5, 34]]",13.731176599976607
308,70.86000061035156,1.058139709663391,"[17, 62, 3, 16, 99, 5, 53, 86, 20, 48]","[[3, 16], [62, 99]]",15.1383525999845
309,73.4800033569336,0.9984359346389771,"[8, 39, 75, 10, 19, 70, 99, 30, 87, 38]","[[10, 39], [87, 39]]",12.621570599963889
310,74.70999908447266,0.9967830766677857,"[55, 15, 1, 3, 7, 60, 87, 66, 51, 26]","[[87, 60], [3, 55]]",13.559666299959645
311,71.36000061035156,1.157385620689392,"[88, 98, 93, 59, 71, 87, 57, 41, 11, 16]","[[87, 98], [93, 88]]",13.19086899998365
312,73.05999755859375,0.9925921039581299,"[30, 31, 13, 49, 28, 85, 8, 66, 51, 80]","[[30, 80], [8, 49]]",12.670168399985414
313,73.2699966430664,1.0318301412582398,"[83, 21, 82, 97, 62, 68, 42, 0, 38, 55]","[[55, 0], [0, 38]]",13.210993500018958
314,73.72000122070312,1.0189787382125854,"[19, 13, 22, 40, 66, 47, 38, 39, 81, 98]","[[19, 98], [98, 19]]",11.671703900035936
315,72.4000015258789,1.1076223783493042,"[54, 1, 4, 0, 97, 68, 86, 80, 75, 92]","[[4, 1], [97, 75]]",12.64455279998947
316,69.19000244140625,1.0739454496383667,"[72, 83, 95, 58, 10, 4, 20, 79, 28, 9]","[[28, 4], [72, 28]]",13.42710030003218
317,68.08000183105469,1.1932345207214357,"[65, 17, 69, 40, 60, 57, 93, 41, 67, 36]","[[41, 57], [65, 60]]",18.131010099954437
318,67.51000213623047,1.0949494424819946,"[40, 54, 79, 28, 15, 30, 87, 4, 62, 94]","[[54, 15], [62, 54]]",13.546696699981112
319,58.56999969482422,1.7885923831939696,"[98, 95, 8, 66, 11, 5, 65, 74, 38, 34]","[[38, 8], [11, 5]]",12.631197699985933
320,62.689998626708984,1.325895086479187,"[23, 30, 92, 34, 68, 66, 16, 29, 2, 55]","[[2, 16], [23, 29]]",14.481252800032962
321,68.4800033569336,1.124987537574768,"[29, 76, 47, 99, 54, 42, 94, 65, 2, 53]","[[29, 54], [54, 99]]",13.483790099970065
322,67.5999984741211,1.2400195013046265,"[98, 84, 92, 26, 13, 81, 18, 54, 4, 21]","[[84, 92], [92, 54]]",11.158540399977937
323,71.7300033569336,1.0238321592330932,"[45, 99, 5, 27, 74, 42, 43, 58, 68, 55]","[[74, 45], [99, 58]]",12.047470899997279
324,73.61000061035156,0.9870999033927917,"[53, 32, 69, 2, 21, 92, 46, 0, 60, 94]","[[0, 94], [46, 92]]",12.94023519998882
325,75.56999969482422,0.9323369815826416,"[5, 78, 42, 67, 16, 88, 27, 26, 55, 50]","[[50, 5], [26, 16]]",11.640030099952128
326,73.70999908447266,0.9930030336380005,"[92, 38, 23, 87, 14, 63, 3, 27, 77, 95]","[[77, 87], [63, 3]]",12.686426100030076
327,74.93000030517578,0.9632200681686401,"[29, 67, 66, 87, 18, 85, 35, 74, 80, 52]","[[85, 87], [66, 67]]",12.996531100012362
328,72.72000122070312,1.0383799394607545,"[47, 62, 71, 91, 96, 12, 35, 86, 45, 40]","[[35, 47], [86, 45]]",13.104819100000896
329,75.73999786376953,0.9526872018814087,"[39, 12, 80, 50, 91, 85, 21, 32, 56, 92]","[[91, 12], [12, 56]]",11.909538600011729
330,74.31999969482422,1.0120168996810912,"[87, 43, 52, 25, 81, 93, 23, 13, 20, 16]","[[20, 16], [93, 87]]",15.525011699995957
331,68.3499984741211,1.3077739212036132,"[64, 78, 70, 54, 6, 83, 13, 48, 14, 77]","[[83, 13], [13, 78]]",12.212682500015944
332,70.06999969482422,1.1302485027313232,"[98, 49, 37, 78, 75, 62, 24, 13, 30, 32]","[[49, 24], [75, 78]]",13.56843599997228
333,74.38999938964844,0.9591123600006104,"[43, 17, 81, 55, 86, 96, 97, 93, 71, 88]","[[88, 93], [81, 97]]",13.383773300040048
334,73.4800033569336,1.0348556880950928,"[62, 58, 77, 68, 49, 22, 25, 78, 66, 38]","[[22, 25], [58, 66]]",14.809492699976545
335,74.19000244140625,1.0025311317443848,"[59, 19, 35, 71, 64, 99, 76, 48, 15, 32]","[[64, 35], [15, 71]]",11.985112599970307
336,75.48999786376953,0.9277430099487305,"[35, 56, 94, 97, 47, 16, 78, 1, 53, 49]","[[94, 35], [56, 1]]",12.380807700043079
337,75.30999755859375,0.935742274093628,"[7, 46, 61, 24, 34, 8, 76, 42, 36, 98]","[[98, 34], [7, 42]]",13.601311300008092
338,74.7300033569336,0.9851985269546509,"[21, 72, 12, 24, 31, 74, 77, 56, 73, 44]","[[77, 56], [12, 56]]",11.883135000010952
339,73.80999755859375,1.0205571493148804,"[25, 46, 31, 75, 77, 90, 65, 69, 52, 99]","[[90, 52], [65, 75]]",15.944415200036019
340,74.38999938964844,1.0371336349487306,"[83, 19, 96, 66, 7, 59, 18, 62, 72, 22]","[[19, 22], [62, 18]]",13.581194700032938
341,70.43000030517578,1.121697998046875,"[87, 11, 77, 20, 41, 17, 86, 95, 44, 24]","[[17, 11], [77, 24]]",14.872821199998725
342,73.0199966430664,1.0729125374794006,"[56, 20, 94, 49, 25, 97, 23, 41, 26, 81]","[[25, 41], [41, 81]]",15.628963899973314
343,60.95000076293945,1.6525683708190917,"[15, 46, 44, 59, 57, 86, 27, 87, 43, 79]","[[46, 43], [79, 59]]",13.113348499988206
344,69.68000030517578,1.217639965057373,"[96, 20, 73, 29, 69, 22, 0, 31, 14, 3]","[[31, 3], [96, 22]]",13.070850000018254
345,73.16000366210938,1.0548172218322753,"[45, 89, 10, 75, 81, 25, 42, 26, 64, 50]","[[45, 81], [50, 81]]",12.459709999966435
346,76.16999816894531,0.9356586627960205,"[53, 97, 35, 42, 14, 45, 7, 16, 6, 75]","[[14, 42], [97, 75]]",15.017673199996352
347,72.37000274658203,1.1587774656295777,"[65, 14, 48, 6, 52, 10, 22, 90, 72, 64]","[[14, 64], [6, 90]]",16.346958599984646
348,72.36000061035156,0.9954698732376098,"[92, 46, 33, 99, 32, 67, 94, 49, 62, 16]","[[33, 16], [99, 33]]",14.626283999998122
349,76.08999633789062,0.9554493141174316,"[75, 49, 60, 86, 73, 87, 21, 50, 20, 88]","[[21, 50], [60, 73]]",14.51668719999725
350,76.2300033569336,0.9343157732009888,"[36, 94, 56, 7, 62, 71, 47, 61, 0, 9]","[[9, 94], [7, 47]]",15.365976499975659
351,71.72000122070312,1.0852880046844482,"[38, 32, 33, 88, 56, 14, 11, 28, 40, 90]","[[33, 11], [88, 33]]",13.570597100013401
352,75.0199966430664,0.9988647057533264,"[10, 72, 91, 66, 52, 12, 3, 53, 77, 25]","[[53, 25], [72, 10]]",13.093661699967925
353,73.08000183105469,1.0995890822410583,"[49, 23, 19, 11, 60, 10, 65, 47, 54, 57]","[[19, 60], [65, 60]]",18.757932199980132
354,74.44000244140625,0.9938277507781983,"[67, 12, 18, 90, 39, 34, 86, 35, 56, 54]","[[67, 54], [35, 67]]",11.847541099996306
355,72.0,1.088345676612854,"[64, 58, 53, 22, 48, 57, 6, 2, 56, 83]","[[48, 6], [22, 58]]",13.724509000021499
356,51.779998779296875,2.2707727863311766,"[31, 95, 5, 51, 80, 74, 19, 39, 6, 0]","[[80, 39], [19, 95]]",13.87958599999547
357,73.45999908447266,0.9319538482666015,"[34, 15, 99, 59, 12, 98, 72, 45, 51, 26]","[[59, 51], [72, 34]]",11.438611500023399
358,73.45999908447266,0.9679228059768676,"[56, 82, 46, 23, 12, 66, 62, 41, 72, 53]","[[56, 72], [46, 56]]",13.876632599974982
359,66.08000183105469,1.3064345207214356,"[73, 12, 6, 9, 3, 28, 32, 19, 16, 91]","[[19, 6], [73, 28]]",14.127613499993458
360,73.41000366210938,1.0209941111564635,"[86, 31, 87, 43, 22, 54, 49, 25, 26, 3]","[[26, 54], [43, 25]]",12.462395099981222
361,71.06999969482422,1.1491197114944458,"[42, 81, 7, 82, 70, 13, 16, 2, 41, 50]","[[13, 16], [16, 81]]",13.543306300009135
362,69.20999908447266,1.2790317024230957,"[76, 47, 70, 78, 12, 43, 13, 91, 68, 23]","[[43, 23], [23, 43]]",13.979122299992014
363,69.73999786376953,1.1851599214553834,"[81, 66, 89, 67, 24, 96, 37, 48, 56, 26]","[[96, 81], [81, 26]]",12.63104020000901
364,69.16000366210938,1.232436600971222,"[32, 65, 11, 40, 84, 60, 8, 33, 54, 31]","[[40, 31], [33, 31]]",15.330166100000497
365,67.30000305175781,1.2980989040374755,"[28, 36, 74, 56, 27, 70, 94, 4, 76, 71]","[[76, 28], [94, 36]]",12.802618199959397
366,71.47000122070312,1.119970230484009,"[21, 13, 24, 12, 56, 94, 63, 26, 97, 82]","[[26, 94], [21, 94]]",13.427188900008332
367,73.45999908447266,1.0339128353118896,"[53, 79, 31, 11, 93, 82, 34, 67, 49, 19]","[[34, 67], [11, 93]]",14.146232200029772
368,75.4800033569336,0.9657166269302369,"[74, 50, 98, 96, 62, 16, 10, 78, 70, 25]","[[96, 10], [70, 50]]",12.144212600018363
369,72.55000305175781,1.0397921091079712,"[22, 5, 87, 67, 61, 52, 79, 95, 36, 96]","[[96, 95], [22, 5]]",13.2160445000045
370,69.4000015258789,1.177056224822998,"[45, 91, 50, 81, 37, 4, 95, 82, 58, 63]","[[45, 81], [50, 91]]",13.381522100011352
371,75.56999969482422,0.9405743789672851,"[25, 57, 47, 59, 66, 15, 19, 5, 71, 72]","[[5, 59], [72, 59]]",13.575536499964073
372,72.05999755859375,1.1274684301376343,"[21, 30, 85, 19, 65, 47, 78, 90, 0, 3]","[[90, 21], [47, 19]]",15.089278400002513
373,67.11000061035156,1.3588866827011108,"[5, 35, 81, 17, 75, 79, 1, 42, 18, 32]","[[81, 1], [18, 1]]",13.479685799975414
374,67.19999694824219,1.4982028160095215,"[60, 98, 96, 4, 29, 31, 94, 12, 34, 43]","[[31, 60], [4, 31]]",10.515104799997061
375,66.38999938964844,1.340043030166626,"[73, 9, 92, 88, 57, 64, 44, 58, 80, 13]","[[73, 44], [92, 88]]",13.564704600023106
376,73.05000305175781,0.991237319946289,"[23, 89, 29, 26, 54, 53, 25, 59, 51, 97]","[[26, 51], [97, 59]]",13.532231300021522
