round,algorithm,seed,tfp_target_ratio,tfp_max_history_gap,tfp_score_type,tfp_target_layers,tfp_start_round,test_accuracy,round_train_seconds,selected_clients,task_seeds,global_state_sha256,clients_with_history,clients_history_eligible,clients_targeted,clients_dispatch_changed,clients_cold_start,clients_stale,clients_no_valid_history,clients_no_target_slots,clients_before_start_round,total_reset_slots,targeted_reset_slots,random_reset_slots,actual_target_fraction,baseline_random_overlap_slots,baseline_random_overlap_rate,replaced_reset_slots,mean_history_gap_for_targeted,history_memory_bytes,controller_rng_unchanged,failed_client_updates,residual_total_kernels,residual_valid_kernels,residual_valid_fraction,residual_own_reset_invalid,residual_no_clean_peer_invalid
11,TargetedFedPhoenix,1,0.25,20,update_norm,"features.20,features.24,features.27,features.30",1,36.0,12.896732399996836,"[54, 27, 23, 37, 75, 33, 41, 46, 52, 24]","[1200031, 1201028, 1202025, 1203022, 1204019, 1205016, 1206013, 1207010, 1208007, 1209004]",fca7e222ff51e7a8b40aa4c3d6951124b9a8e3abb878d1694b8d2c109e68c7c3,6,6,6,6,4,0,0,0,0,660,42,618,0.06363636363636363,2,0.047619047619047616,40,3.6666666666666665,1415576,True,0,0,0,,0,0
12,TargetedFedPhoenix,1,0.25,20,update_norm,"features.20,features.24,features.27,features.30",1,36.95000076293945,10.050820999997086,"[54, 45, 28, 44, 15, 1, 93, 12, 88, 40]","[1300034, 1301031, 1302028, 1303025, 1304022, 1305019, 1306016, 1307013, 1308010, 1309007]",ad17754872423411cfeaf044269800c95e2ea25504734a5b86ac2a622dd34f3e,9,9,9,9,1,0,0,0,0,660,63,597,0.09545454545454546,2,0.031746031746031744,61,4.333333333333333,1436704,True,0,0,0,,0,0
13,TargetedFedPhoenix,1,0.25,20,update_norm,"features.20,features.24,features.27,features.30",1,33.08000183105469,12.80101179999474,"[70, 75, 5, 68, 36, 79, 72, 78, 57, 44]","[1400037, 1401034, 1402031, 1403028, 1404025, 1405022, 1406019, 1407016, 1408013, 1409010]",cc5557e42108910fe006e967c1da2eba7e9ed53a40e53ea9f7b6c96dbd74226d,7,7,7,7,3,0,0,0,0,660,49,611,0.07424242424242425,2,0.04081632653061224,47,5.428571428571429,1500088,True,0,0,0,,0,0
14,TargetedFedPhoenix,1,0.25,20,update_norm,"features.20,features.24,features.27,features.30",1,45.869998931884766,10.616869299992686,"[41, 9, 30, 89, 40, 49, 3, 22, 8, 16]","[1500040, 1501037, 1502034, 1503031, 1504028, 1505025, 1506022, 1507019, 1508016, 1509013]",11278a0c5eb7159e4282c8e13aab8aac62d06a84116302e56be177850936bf15,8,8,8,8,2,0,0,0,0,660,56,604,0.08484848484848485,1,0.017857142857142856,55,5.125,1542344,True,0,0,0,,0,0
15,TargetedFedPhoenix,1,0.25,20,update_norm,"features.20,features.24,features.27,features.30",1,42.689998626708984,10.636702099989634,"[82, 28, 69, 81, 56, 71, 85, 27, 37, 66]","[1600043, 1601040, 1602037, 1603034, 1604031, 1605028, 1606025, 1607022, 1608019, 1609016]",8228ac9998c2297abee5b640ec97ec8caee03a577a9aa752dd2e2f17788da5f5,8,8,8,8,2,0,0,0,0,660,56,604,0.08484848484848485,0,0.0,56,8.75,1584600,True,0,0,0,,0,0
16,TargetedFedPhoenix,1,0.25,20,update_norm,"features.20,features.24,features.27,features.30",1,45.02000045776367,9.268017800000962,"[60, 13, 26, 12, 1, 28, 88, 86, 11, 43]","[1700046, 1701043, 1702040, 1703037, 1704034, 1705031, 1706028, 1707025, 1708022, 1709019]",257419dd7a19648482a72d975a78a7c47bbea1cc0221efa4e41ccd7bb88bd2bc,9,9,9,9,1,0,0,0,0,660,63,597,0.09545454545454546,1,0.015873015873015872,62,7.444444444444445,1605728,True,0,0,0,,0,0
17,TargetedFedPhoenix,1,0.25,20,update_norm,"features.20,features.24,features.27,features.30",1,45.470001220703125,9.680770799997845,"[93, 16, 72, 75, 10, 4, 38, 71, 42, 62]","[1800049, 1801046, 1802043, 1803040, 1804037, 1805034, 1806031, 1807028, 1808025, 1809022]",0191e435548e1f61b8a4c660d954d1d56f18e2e8fa056129bd50bfe8610265fe,9,9,9,9,1,0,0,0,0,660,63,597,0.09545454545454546,1,0.015873015873015872,62,7.222222222222222,1626856,True,0,0,0,,0,0
18,TargetedFedPhoenix,1,0.25,20,update_norm,"features.20,features.24,features.27,features.30",1,29.450000762939453,10.367096200003289,"[36, 47, 1, 64, 57, 97, 29, 6, 67, 92]","[1900052, 1901049, 1902046, 1903043, 1904040, 1905037, 1906034, 1907031, 1908028, 1909025]",25e72e04bb3054f0cc15f3a699663a09c8b442feb830100dd4a6624f646dfb77,6,6,6,6,4,0,0,0,0,660,42,618,0.06363636363636363,1,0.023809523809523808,41,6.666666666666667,1711368,True,0,0,0,,0,0
19,TargetedFedPhoenix,1,0.25,20,update_norm,"features.20,features.24,features.27,features.30",1,40.119998931884766,11.433285999999498,"[48, 87, 17, 57, 22, 81, 4, 51, 94, 63]","[2000055, 2001052, 2002049, 2003046, 2004043, 2005040, 2006037, 2007034, 2008031, 2009028]",c34e4ca9391c6f6ab8c6f0ec65369b3ec84417c4a83df3fed2c8b9163ad8bef3,7,7,7,7,3,0,0,0,0,660,49,611,0.07424242424242425,0,0.0,49,8.285714285714286,1774752,True,0,0,0,,0,0
20,TargetedFedPhoenix,1,0.25,20,update_norm,"features.20,features.24,features.27,features.30",1,43.88999938964844,11.66135189999477,"[9, 17, 59, 11, 2, 95, 68, 28, 60, 14]","[2100058, 2101055, 2102052, 2103049, 2104046, 2105043, 2106040, 2107037, 2108034, 2109031]",0137c58d13c6aaa343a7dc11b1fa0ac83caf635ddfe3d06f1863ea78fd572fb9,8,8,8,8,2,0,0,0,0,660,56,604,0.08484848484848485,1,0.017857142857142856,55,6.75,1817008,True,0,0,0,,0,0
21,TargetedFedPhoenix,1,0.25,20,update_norm,"features.20,features.24,features.27,features.30",1,48.5099983215332,10.584025299991481,"[26, 25, 15, 93, 45, 54, 68, 90, 76, 10]","[2200061, 2201058, 2202055, 2203052, 2204049, 2205046, 2206043, 2207040, 2208037, 2209034]",efb2f99bdbc492cc0c0dcdc31e27e454350a17eb64ab8728cad7b2e52c08075e,9,9,9,9,1,0,0,0,0,660,63,597,0.09545454545454546,2,0.031746031746031744,61,7.555555555555555,1838136,True,0,0,0,,0,0
22,TargetedFedPhoenix,1,0.25,20,update_norm,"features.20,features.24,features.27,features.30",1,54.459999084472656,9.99618489999557,"[84, 74, 93, 1, 48, 44, 29, 26, 94, 75]","[2300064, 2301061, 2302058, 2303055, 2304052, 2305049, 2306046, 2307043, 2308040, 2309037]",00abb0caf05aeb74f6d8c20f0aee8fb943b6294c1809bf42d76ceef56cb6ad29,10,9,9,9,0,1,0,0,0,660,63,597,0.09545454545454546,2,0.031746031746031744,61,4.888888888888889,1838136,True,0,0,0,,0,0
23,TargetedFedPhoenix,1,0.25,20,update_norm,"features.20,features.24,features.27,features.30",1,48.43000030517578,9.799250500000198,"[71, 58, 50, 22, 59, 84, 10, 70, 43, 67]","[2400067, 2401064, 2402061, 2403058, 2404055, 2405052, 2406049, 2407046, 2408043, 2409040]",81994d29b79a9f041a263412044be1a597e9cf32a3bc4b8e29dce27fd814f5a4,9,9,9,9,1,0,0,0,0,660,63,597,0.09545454545454546,1,0.015873015873015872,62,5.666666666666667,1859264,True,0,0,0,,0,0
24,TargetedFedPhoenix,1,0.25,20,update_norm,"features.20,features.24,features.27,features.30",1,51.040000915527344,13.180533899998409,"[70, 54, 33, 75, 31, 58, 17, 6, 3, 51]","[2500070, 2501067, 2502064, 2503061, 2504058, 2505055, 2506052, 2507049, 2508046, 2509043]",257aa8138378d4f67cc74bcbc0eb5e2a72c96c86502c80529005e8b34b2db497,9,9,9,9,1,0,0,0,0,660,63,597,0.09545454545454546,0,0.0,63,5.0,1880392,True,0,0,0,,0,0
25,TargetedFedPhoenix,1,0.25,20,update_norm,"features.20,features.24,features.27,features.30",1,54.709999084472656,10.978020299997297,"[42, 87, 33, 36, 30, 84, 78, 98, 71, 75]","[2600073, 2601070, 2602067, 2603064, 2604061, 2605058, 2606055, 2607052, 2608049, 2609046]",732c85dcf2e8ddd498711c70c75bb67c88d8ad90ff60c793b7945cceab02df57,9,9,9,9,1,0,0,0,0,660,63,597,0.09545454545454546,0,0.0,63,5.555555555555555,1901520,True,0,0,0,,0,0
26,TargetedFedPhoenix,1,0.25,20,update_norm,"features.20,features.24,features.27,features.30",1,49.06999969482422,10.137031399994157,"[41, 47, 34, 10, 51, 11, 50, 16, 86, 64]","[2700076, 2701073, 2702070, 2703067, 2704064, 2705061, 2706058, 2707055, 2708052, 2709049]",05283ab1f7ecd71fa762463f7784552b488f76ed113deba0c9715f2b21cb537a,9,9,9,9,1,0,0,0,0,660,63,597,0.09545454545454546,1,0.015873015873015872,62,6.777777777777778,1922648,True,0,0,0,,0,0
27,TargetedFedPhoenix,1,0.25,20,update_norm,"features.20,features.24,features.27,features.30",1,48.709999084472656,11.830402899999171,"[58, 82, 63, 50, 98, 84, 4, 46, 65, 88]","[2800079, 2801076, 2802073, 2803070, 2804067, 2805064, 2806061, 2807058, 2808055, 2809052]",516387d97b6f681caa44a880562bc691d449e464d83b5a886bad2825feb239f6,10,10,10,10,0,0,0,0,0,660,70,590,0.10606060606060606,0,0.0,70,8.0,1922648,True,0,0,0,,0,0
28,TargetedFedPhoenix,1,0.25,20,update_norm,"features.20,features.24,features.27,features.30",1,50.83000183105469,8.886889000001247,"[99, 88, 69, 16, 46, 29, 90, 91, 4, 45]","[2900082, 2901079, 2902076, 2903073, 2904070, 2905067, 2906064, 2907061, 2908058, 2909055]",b93eb45e92bff819b8e31eacf167e8749bece8246be1f086719bf58e14d2b473,10,9,9,9,0,1,0,0,0,660,63,597,0.09545454545454546,1,0.015873015873015872,62,6.222222222222222,1922648,True,0,0,0,,0,0
29,TargetedFedPhoenix,1,0.25,20,update_norm,"features.20,features.24,features.27,features.30",1,47.349998474121094,12.429023400007281,"[80, 73, 28, 34, 1, 10, 13, 65, 5, 49]","[3000085, 3001082, 3002079, 3003076, 3004073, 3005070, 3006067, 3007064, 3008061, 3009058]",428634dc9e9b8a93a9fe320ef7472c4b827440d63d0a2403cb2a31458d3001a2,9,8,8,8,1,1,0,0,0,660,56,604,0.08484848484848485,1,0.017857142857142856,55,8.5,1943776,True,0,0,0,,0,0
30,TargetedFedPhoenix,1,0.25,20,update_norm,"features.20,features.24,features.27,features.30",1,55.810001373291016,10.18641559999378,"[62, 41, 74, 11, 99, 8, 75, 26, 81, 85]","[3100088, 3101085, 3102082, 3103079, 3104076, 3105073, 3106070, 3107067, 3108064, 3109061]",95fc720045b63f836da120b525c251cfa2f630816c47698f954540faa79b5c01,10,10,10,10,0,0,0,0,0,660,70,590,0.10606060606060606,1,0.014285714285714285,69,8.6,1943776,True,0,0,0,,0,0
31,TargetedFedPhoenix,1,0.25,20,update_norm,"features.20,features.24,features.27,features.30",1,59.0,8.401037400006317,"[96, 81, 77, 83, 14, 50, 13, 67, 53, 91]","[3200091, 3201088, 3202085, 3203082, 3204079, 3205076, 3206073, 3207070, 3208067, 3209064]",49379e63862d1fa08a15c9f553062298a847e68a51992b374ca0063502835948,8,6,6,6,2,2,0,0,0,660,42,618,0.06363636363636363,1,0.023809523809523808,41,4.833333333333333,1986032,True,0,0,0,,0,0
32,TargetedFedPhoenix,1,0.25,20,update_norm,"features.20,features.24,features.27,features.30",1,56.040000915527344,11.914054199995007,"[40, 73, 70, 3, 6, 94, 1, 25, 20, 10]","[3300094, 3301091, 3302088, 3303085, 3304082, 3305079, 3306076, 3307073, 3308070, 3309067]",38fddf6590c5e6cd052b34065d656d881fd474e52b1fa5e182a6e1be73003c7e,9,9,9,9,1,0,0,0,0,660,63,597,0.09545454545454546,1,0.015873015873015872,62,8.0,2007160,True,0,0,0,,0,0
33,TargetedFedPhoenix,1,0.25,20,update_norm,"features.20,features.24,features.27,features.30",1,56.709999084472656,11.364096099991002,"[45, 16, 51, 88, 17, 78, 36, 44, 21, 62]","[3400097, 3401094, 3402091, 3403088, 3404085, 3405082, 3406079, 3407076, 3408073, 3409070]",791ec68476eb8164b56867d62a746a71c6428b91e59d1da078254755c4ffa09b,9,9,9,9,1,0,0,0,0,660,63,597,0.09545454545454546,0,0.0,63,6.777777777777778,2028288,True,0,0,0,,0,0
34,TargetedFedPhoenix,1,0.25,20,update_norm,"features.20,features.24,features.27,features.30",1,66.22000122070312,8.411183100004564,"[92, 43, 97, 61, 58, 67, 1, 98, 30, 75]","[3500100, 3501097, 3502094, 3503091, 3504088, 3505085, 3506082, 3507079, 3508076, 3509073]",778a035f734c600a7e37576a4da95019d0325f9c25feac7c47c0d7bfd4af6e2b,10,9,9,9,0,1,0,0,0,660,63,597,0.09545454545454546,1,0.015873015873015872,62,8.333333333333334,2028288,True,0,0,0,,0,0
35,TargetedFedPhoenix,1,0.25,20,update_norm,"features.20,features.24,features.27,features.30",1,54.52000045776367,10.806633300002431,"[31, 89, 17, 66, 92, 23, 96, 9, 35, 20]","[3600103, 3601100, 3602097, 3603094, 3604091, 3605088, 3606085, 3607082, 3608079, 3609076]",ca41c417bd374c3dca78994000df20f5d2b38884ba348810e59086e7fd283a59,10,7,7,7,0,3,0,0,0,660,49,611,0.07424242424242425,1,0.02040816326530612,48,8.0,2028288,True,0,0,0,,0,0
36,TargetedFedPhoenix,1,0.25,20,update_norm,"features.20,features.24,features.27,features.30",1,53.119998931884766,13.912051799998153,"[72, 68, 65, 28, 23, 85, 16, 60, 73, 78]","[3700106, 3701103, 3702100, 3703097, 3704094, 3705091, 3706088, 3707085, 3708082, 3709079]",3f61b828d5ab1456076aa9cd21465e823fc5987f891cbdb335bdb90601e0bd11,10,10,10,10,0,0,0,0,0,660,70,590,0.10606060606060606,3,0.04285714285714286,67,8.1,2028288,True,0,0,0,,0,0
37,TargetedFedPhoenix,1,0.25,20,update_norm,"features.20,features.24,features.27,features.30",1,60.630001068115234,10.81324129999848,"[66, 49, 62, 9, 84, 68, 74, 3, 44, 71]","[3800109, 3801106, 3802103, 3803100, 3804097, 3805094, 3806091, 3807088, 3808085, 3809082]",f032e6258c56bfec134ac62a591efffaa75c8a0aa3de5b6bdaee5525bb1ebe48,10,10,10,10,0,0,0,0,0,660,70,590,0.10606060606060606,1,0.014285714285714285,69,5.5,2028288,True,0,0,0,,0,0
38,TargetedFedPhoenix,1,0.25,20,update_norm,"features.20,features.24,features.27,features.30",1,60.5,8.665110000001732,"[50, 73, 27, 38, 8, 53, 21, 14, 28, 64]","[3900112, 3901109, 3902106, 3903103, 3904100, 3905097, 3906094, 3907091, 3908088, 3909085]",70f0d9fcfc5ed721de411e0c0e2a9f8e59c814e841301b240be7bd7f0f695cb2,10,8,8,8,0,2,0,0,0,660,56,604,0.08484848484848485,1,0.017857142857142856,55,6.25,2028288,True,0,0,0,,0,0
39,TargetedFedPhoenix,1,0.25,20,update_norm,"features.20,features.24,features.27,features.30",1,59.77000045776367,10.514983600005507,"[48, 87, 40, 59, 3, 10, 75, 35, 49, 89]","[4000115, 4001112, 4002109, 4003106, 4004103, 4005100, 4006097, 4007094, 4008091, 4009088]",8e9401e2380402186ecd17b310f3643611fb5f98bc5b10008f7209f4912f7042,10,10,10,10,0,0,0,0,0,660,70,590,0.10606060606060606,2,0.02857142857142857,68,7.8,2028288,True,0,0,0,,0,0
40,TargetedFedPhoenix,1,0.25,20,update_norm,"features.20,features.24,features.27,features.30",1,65.55999755859375,9.96879950001312,"[83, 93, 34, 60, 90, 45, 42, 41, 91, 36]","[4100118, 4101115, 4102112, 4103109, 4104106, 4105103, 4106100, 4107097, 4108094, 4109091]",3d1aaab67644752237842afd1ed9ae158a93ef54246ba401c936cf9c37af0735,10,10,10,10,0,0,0,0,0,660,70,590,0.10606060606060606,0,0.0,70,10.2,2028288,True,0,0,0,,0,0
41,TargetedFedPhoenix,1,0.25,20,update_norm,"features.20,features.24,features.27,features.30",1,66.4000015258789,10.11664419999579,"[75, 52, 20, 80, 90, 93, 4, 51, 13, 98]","[4200121, 4201118, 4202115, 4203112, 4204109, 4205106, 4206103, 4207100, 4208097, 4209094]",8379c39ae838c5598e890858953ee4899d5a41e3c8d6b2090d9974c7379bcfa2,10,9,9,9,0,1,0,0,0,660,63,597,0.09545454545454546,1,0.015873015873015872,62,6.666666666666667,2028288,True,0,0,0,,0,0
42,TargetedFedPhoenix,1,0.25,20,update_norm,"features.20,features.24,features.27,features.30",1,60.189998626708984,11.097091100004036,"[98, 79, 17, 10, 3, 12, 29, 26, 54, 58]","[4300124, 4301121, 4302118, 4303115, 4304112, 4305109, 4306106, 4307103, 4308100, 4309097]",66c9eefadaf4b06e062f2cd07e7047dd7d3bf6588103383792577a4c50338db5,10,8,8,8,0,2,0,0,0,660,56,604,0.08484848484848485,1,0.017857142857142856,55,8.25,2028288,True,0,0,0,,0,0
43,TargetedFedPhoenix,1,0.25,20,update_norm,"features.20,features.24,features.27,features.30",1,61.11000061035156,11.879485299999942,"[32, 15, 47, 9, 7, 16, 24, 57, 71, 28]","[4400127, 4401124, 4402121, 4403118, 4404115, 4405112, 4406109, 4407106, 4408103, 4409100]",513f3f690429734062a712e5e87bf5b5f782f3079953eeeaed9d8cccc8359362,9,5,5,5,1,4,0,0,0,660,35,625,0.05303030303030303,0,0.0,35,8.2,2049416,True,0,0,0,,0,0
44,TargetedFedPhoenix,1,0.25,20,update_norm,"features.20,features.24,features.27,features.30",1,61.900001525878906,9.872920699999668,"[76, 67, 81, 35, 44, 49, 32, 99, 69, 51]","[4500130, 4501127, 4502124, 4503121, 4504118, 4505115, 4506112, 4507109, 4508106, 4509103]",d349a2297f6b6d3976deecac5216da9c504c6c474821182afbaff919ec3b8efe,10,9,9,9,0,1,0,0,0,660,63,597,0.09545454545454546,0,0.0,63,8.222222222222221,2049416,True,0,0,0,,0,0
45,TargetedFedPhoenix,1,0.25,20,update_norm,"features.20,features.24,features.27,features.30",1,51.619998931884766,9.717243100007181,"[42, 4, 95, 71, 84, 22, 61, 5, 10, 28]","[4600133, 4601130, 4602127, 4603124, 4604121, 4605118, 4606115, 4607112, 4608109, 4609106]",d12103ed9be547c0353472597015a101721fea85e356d0c3b8b62b0b1ddb9d6e,10,8,8,8,0,2,0,0,0,660,56,604,0.08484848484848485,1,0.017857142857142856,55,6.375,2049416,True,0,0,0,,0,0
46,TargetedFedPhoenix,1,0.25,20,update_norm,"features.20,features.24,features.27,features.30",1,67.33000183105469,11.297831300005782,"[61, 52, 80, 26, 37, 44, 85, 1, 99, 55]","[4700136, 4701133, 4702130, 4703127, 4704124, 4705121, 4706118, 4707115, 4708112, 4709109]",4cae00029f40183ddc9b1715f8d161b9010d78e78a4c16bfaa3eb690767b2af4,10,8,8,8,0,2,0,0,0,660,56,604,0.08484848484848485,0,0.0,56,5.125,2049416,True,0,0,0,,0,0
47,TargetedFedPhoenix,1,0.25,20,update_norm,"features.20,features.24,features.27,features.30",1,59.689998626708984,9.847539599999436,"[23, 10, 75, 28, 19, 22, 43, 13, 98, 85]","[4800139, 4801136, 4802133, 4803130, 4804127, 4805124, 4806121, 4807118, 4808115, 4809112]",a1c7742bf0d59e70798f0a2e3b342c02f7f369f49c0050a0f71c4f5d83a693e6,9,9,9,9,1,0,0,0,0,660,63,597,0.09545454545454546,1,0.015873015873015872,62,5.333333333333333,2070544,True,0,0,0,,0,0
48,TargetedFedPhoenix,1,0.25,20,update_norm,"features.20,features.24,features.27,features.30",1,60.88999938964844,8.968693000002531,"[18, 1, 96, 63, 59, 71, 88, 39, 97, 68]","[4900142, 4901139, 4902136, 4903133, 4904130, 4905127, 4906124, 4907121, 4908118, 4909115]",28027da5f6400df8837b773e3193d12468b0978bacf0b127a4020c786be69fae,8,7,7,7,2,1,0,0,0,660,49,611,0.07424242424242425,1,0.02040816326530612,48,9.571428571428571,2112800,True,0,0,0,,0,0
49,TargetedFedPhoenix,1,0.25,20,update_norm,"features.20,features.24,features.27,features.30",1,57.279998779296875,12.899200500003644,"[44, 11, 93, 47, 54, 9, 81, 94, 45, 65]","[5000145, 5001142, 5002139, 5003136, 5004133, 5005130, 5006127, 5007124, 5008121, 5009118]",31dd3c7c66ad491880244277f653d21c49543efa2409486d4af5104b526f18dc,10,10,10,10,0,0,0,0,0,660,70,590,0.10606060606060606,0,0.0,70,9.3,2112800,True,0,0,0,,0,0
50,TargetedFedPhoenix,1,0.25,20,update_norm,"features.20,features.24,features.27,features.30",1,60.02000045776367,8.996918500008178,"[48, 43, 51, 76, 99, 39, 38, 73, 89, 80]","[5100148, 5101145, 5102142, 5103139, 5104136, 5105133, 5106130, 5107127, 5108124, 5109121]",c53c7d662e14ab423bab8eed69ed773bc4a7ecc6e0ca1eea26f1ba833a8e3833,10,10,10,10,0,0,0,0,0,660,70,590,0.10606060606060606,2,0.02857142857142857,68,7.1,2112800,True,0,0,0,,0,0
51,TargetedFedPhoenix,1,0.25,20,update_norm,"features.20,features.24,features.27,features.30",1,57.15999984741211,11.22954669999308,"[34, 16, 99, 17, 62, 58, 96, 29, 90, 30]","[5200151, 5201148, 5202145, 5203142, 5204139, 5205136, 5206133, 5207130, 5208127, 5209124]",3896a822ec99267b8a443ecb3736b056258c593d44d4daaa1f8778d99b65c7c3,10,10,10,10,0,0,0,0,0,660,70,590,0.10606060606060606,0,0.0,70,9.1,2112800,True,0,0,0,,0,0
52,TargetedFedPhoenix,1,0.25,20,update_norm,"features.20,features.24,features.27,features.30",1,67.19000244140625,9.36323670001002,"[8, 59, 78, 95, 25, 35, 99, 86, 54, 64]","[5300154, 5301151, 5302148, 5303145, 5304142, 5305139, 5306136, 5307133, 5308130, 5309127]",894938adcdbbc01ff39662c0de9efb2eb815caa9978490fa0c49b94096672223,10,9,9,9,0,1,0,0,0,660,63,597,0.09545454545454546,0,0.0,63,9.666666666666666,2112800,True,0,0,0,,0,0
