round,algorithm,seed,tfp_target_ratio,tfp_max_history_gap,test_accuracy,round_train_seconds,selected_clients,task_seeds,global_state_sha256,clients_with_history,clients_history_eligible,clients_targeted,clients_dispatch_changed,clients_cold_start,clients_stale,clients_no_valid_history,clients_no_target_slots,total_reset_slots,targeted_reset_slots,random_reset_slots,actual_target_fraction,baseline_random_overlap_slots,baseline_random_overlap_rate,replaced_reset_slots,mean_history_gap_for_targeted,history_memory_bytes,controller_rng_unchanged,failed_client_updates
11,TargetedFedPhoenix,1,0.25,20,38.040000915527344,8.827402399998391,"[54, 27, 23, 37, 75, 33, 41, 46, 52, 24]","[1200031, 1201028, 1202025, 1203022, 1204019, 1205016, 1206013, 1207010, 1208007, 1209004]",887cdad722ee38fb375720363db2f3265e6c7ad4492ed4640933551b7893ee67,6,6,6,6,4,0,0,0,660,90,570,0.13636363636363635,1,0.011111111111111112,89,3.6666666666666665,1415576,True,0
12,TargetedFedPhoenix,1,0.25,20,34.83000183105469,7.010369099996751,"[54, 45, 28, 44, 15, 1, 93, 12, 88, 40]","[1300034, 1301031, 1302028, 1303025, 1304022, 1305019, 1306016, 1307013, 1308010, 1309007]",855befc40a543601ed3db58a984d67a899f0b87dab8a2f861c4fa81b1899d737,9,9,9,9,1,0,0,0,660,135,525,0.20454545454545456,2,0.014814814814814815,133,4.333333333333333,1436704,True,0
13,TargetedFedPhoenix,1,0.25,20,34.63999938964844,8.799650300003123,"[70, 75, 5, 68, 36, 79, 72, 78, 57, 44]","[1400037, 1401034, 1402031, 1403028, 1404025, 1405022, 1406019, 1407016, 1408013, 1409010]",5355f8aa95b2c9a7761a97a907bec8a70017339860635fdaa5174db33ec696e8,7,7,7,7,3,0,0,0,660,105,555,0.1590909090909091,3,0.02857142857142857,102,5.428571428571429,1500088,True,0
14,TargetedFedPhoenix,1,0.25,20,43.630001068115234,7.374579999988782,"[41, 9, 30, 89, 40, 49, 3, 22, 8, 16]","[1500040, 1501037, 1502034, 1503031, 1504028, 1505025, 1506022, 1507019, 1508016, 1509013]",dd56f1d377e75a25896a35b084fffba7b3312e89caa795fb20fe14e35076389e,8,8,8,8,2,0,0,0,660,120,540,0.18181818181818182,1,0.008333333333333333,119,5.125,1542344,True,0
15,TargetedFedPhoenix,1,0.25,20,45.45000076293945,7.43209640000714,"[82, 28, 69, 81, 56, 71, 85, 27, 37, 66]","[1600043, 1601040, 1602037, 1603034, 1604031, 1605028, 1606025, 1607022, 1608019, 1609016]",8386e1c66c76e5e364e55d048d169b5c0d9e1e1dfb49bf8bb61f65713dd43c08,8,8,8,8,2,0,0,0,660,120,540,0.18181818181818182,0,0.0,120,8.75,1584600,True,0
16,TargetedFedPhoenix,1,0.25,20,47.900001525878906,6.510011799997301,"[60, 13, 26, 12, 1, 28, 88, 86, 11, 43]","[1700046, 1701043, 1702040, 1703037, 1704034, 1705031, 1706028, 1707025, 1708022, 1709019]",b3e273f867ca93907853bd1df81cb7485ab0a5d4c8b3f9362a1c571d2a411860,9,9,9,9,1,0,0,0,660,135,525,0.20454545454545456,2,0.014814814814814815,133,7.444444444444445,1605728,True,0
17,TargetedFedPhoenix,1,0.25,20,47.11000061035156,6.802451199997449,"[93, 16, 72, 75, 10, 4, 38, 71, 42, 62]","[1800049, 1801046, 1802043, 1803040, 1804037, 1805034, 1806031, 1807028, 1808025, 1809022]",dbc8d890d9ebed62844d23e54c2497be1d1209774aa7b453dbc3ab818b621f4f,9,9,9,9,1,0,0,0,660,135,525,0.20454545454545456,2,0.014814814814814815,133,7.222222222222222,1626856,True,0
18,TargetedFedPhoenix,1,0.25,20,38.45000076293945,7.345019999993383,"[36, 47, 1, 64, 57, 97, 29, 6, 67, 92]","[1900052, 1901049, 1902046, 1903043, 1904040, 1905037, 1906034, 1907031, 1908028, 1909025]",b03f871804c0f8fb67c9cd996569724383dec6a720089a88e0acbc971604df21,6,6,6,6,4,0,0,0,660,90,570,0.13636363636363635,1,0.011111111111111112,89,6.666666666666667,1711368,True,0
19,TargetedFedPhoenix,1,0.25,20,42.290000915527344,7.970814600004815,"[48, 87, 17, 57, 22, 81, 4, 51, 94, 63]","[2000055, 2001052, 2002049, 2003046, 2004043, 2005040, 2006037, 2007034, 2008031, 2009028]",4f9472c9d4e7baac11efb0aec2e4e4eb67476c2a85d6a64ae9ea6e5481a36702,7,7,7,7,3,0,0,0,660,105,555,0.1590909090909091,1,0.009523809523809525,104,8.285714285714286,1774752,True,0
20,TargetedFedPhoenix,1,0.25,20,44.34000015258789,8.108897099999012,"[9, 17, 59, 11, 2, 95, 68, 28, 60, 14]","[2100058, 2101055, 2102052, 2103049, 2104046, 2105043, 2106040, 2107037, 2108034, 2109031]",abb6b10c063feb34f1efda58a07f8363f01ce77b7e371e8ac5a5a9f55463d64b,8,8,8,8,2,0,0,0,660,120,540,0.18181818181818182,2,0.016666666666666666,118,6.75,1817008,True,0
21,TargetedFedPhoenix,1,0.25,20,52.810001373291016,7.386068200008594,"[26, 25, 15, 93, 45, 54, 68, 90, 76, 10]","[2200061, 2201058, 2202055, 2203052, 2204049, 2205046, 2206043, 2207040, 2208037, 2209034]",bbd3f714f1d7a1d89d673fb0be82668e5b73429bdef183989103ce85c88dedd2,9,9,9,9,1,0,0,0,660,135,525,0.20454545454545456,2,0.014814814814814815,133,7.555555555555555,1838136,True,0
22,TargetedFedPhoenix,1,0.25,20,54.09000015258789,7.072905799999717,"[84, 74, 93, 1, 48, 44, 29, 26, 94, 75]","[2300064, 2301061, 2302058, 2303055, 2304052, 2305049, 2306046, 2307043, 2308040, 2309037]",55d062abae0c3f9ed1b1c646288771da57855efbc490ab0d6524cc8d98a060e5,10,9,9,9,0,1,0,0,660,135,525,0.20454545454545456,3,0.022222222222222223,132,4.888888888888889,1838136,True,0
23,TargetedFedPhoenix,1,0.25,20,51.560001373291016,6.875792299993918,"[71, 58, 50, 22, 59, 84, 10, 70, 43, 67]","[2400067, 2401064, 2402061, 2403058, 2404055, 2405052, 2406049, 2407046, 2408043, 2409040]",80488bb502dbc9325c11afefde4090036a5e33d602b8d6d6a136d29e4ecb750b,9,9,9,9,1,0,0,0,660,135,525,0.20454545454545456,6,0.044444444444444446,129,5.666666666666667,1859264,True,0
24,TargetedFedPhoenix,1,0.25,20,54.459999084472656,9.099565199998324,"[70, 54, 33, 75, 31, 58, 17, 6, 3, 51]","[2500070, 2501067, 2502064, 2503061, 2504058, 2505055, 2506052, 2507049, 2508046, 2509043]",63f148efefe0e884b09e0f0c00f722edc48ee87b6860af610dc716525fbba402,9,9,9,9,1,0,0,0,660,135,525,0.20454545454545456,1,0.007407407407407408,134,5.0,1880392,True,0
25,TargetedFedPhoenix,1,0.25,20,54.060001373291016,7.667772600005264,"[42, 87, 33, 36, 30, 84, 78, 98, 71, 75]","[2600073, 2601070, 2602067, 2603064, 2604061, 2605058, 2606055, 2607052, 2608049, 2609046]",7c0e7aa8ab704437713f2e38965855705dd4e7f8b7da8ac32d75ad931d352510,9,9,9,9,1,0,0,0,660,135,525,0.20454545454545456,0,0.0,135,5.555555555555555,1901520,True,0
26,TargetedFedPhoenix,1,0.25,20,50.9900016784668,7.224486499995692,"[41, 47, 34, 10, 51, 11, 50, 16, 86, 64]","[2700076, 2701073, 2702070, 2703067, 2704064, 2705061, 2706058, 2707055, 2708052, 2709049]",537346b5bff507d5745dfefe3f8140657e73dc8aaadd93eab4a64771d5dcefb8,9,9,9,9,1,0,0,0,660,135,525,0.20454545454545456,3,0.022222222222222223,132,6.777777777777778,1922648,True,0
27,TargetedFedPhoenix,1,0.25,20,54.040000915527344,8.271222199997283,"[58, 82, 63, 50, 98, 84, 4, 46, 65, 88]","[2800079, 2801076, 2802073, 2803070, 2804067, 2805064, 2806061, 2807058, 2808055, 2809052]",7185998c59ad5e3fad396577f812c12bc3fda9b2583abbb8aa2ae607f15e83bc,10,10,10,10,0,0,0,0,660,150,510,0.22727272727272727,2,0.013333333333333334,148,8.0,1922648,True,0
28,TargetedFedPhoenix,1,0.25,20,51.43000030517578,6.317938200008939,"[99, 88, 69, 16, 46, 29, 90, 91, 4, 45]","[2900082, 2901079, 2902076, 2903073, 2904070, 2905067, 2906064, 2907061, 2908058, 2909055]",74ba76abf77e3154dbafe1969f34506c791cff1bfe17cc97039e1ac6680b59b1,10,9,9,9,0,1,0,0,660,135,525,0.20454545454545456,5,0.037037037037037035,130,6.222222222222222,1922648,True,0
29,TargetedFedPhoenix,1,0.25,20,48.029998779296875,8.610746599995764,"[80, 73, 28, 34, 1, 10, 13, 65, 5, 49]","[3000085, 3001082, 3002079, 3003076, 3004073, 3005070, 3006067, 3007064, 3008061, 3009058]",58777e865551186152434d803bfd193bc526d9837afbfc7dce4fff573a1493fc,9,8,8,8,1,1,0,0,660,120,540,0.18181818181818182,1,0.008333333333333333,119,8.5,1943776,True,0
30,TargetedFedPhoenix,1,0.25,20,58.560001373291016,7.235700999997789,"[62, 41, 74, 11, 99, 8, 75, 26, 81, 85]","[3100088, 3101085, 3102082, 3103079, 3104076, 3105073, 3106070, 3107067, 3108064, 3109061]",cef13a6391579a81f3903792ee06daf24ff3200a9b3cabadbaabca9b13add0f4,10,10,10,10,0,0,0,0,660,150,510,0.22727272727272727,0,0.0,150,8.6,1943776,True,0
31,TargetedFedPhoenix,1,0.25,20,58.150001525878906,6.087332000010065,"[96, 81, 77, 83, 14, 50, 13, 67, 53, 91]","[3200091, 3201088, 3202085, 3203082, 3204079, 3205076, 3206073, 3207070, 3208067, 3209064]",ced18046ba22248dfa124d3f03b400ac0554499e9ac67fc03159d1fe0d944eb2,8,6,6,6,2,2,0,0,660,90,570,0.13636363636363635,1,0.011111111111111112,89,4.833333333333333,1986032,True,0
32,TargetedFedPhoenix,1,0.25,20,57.560001373291016,8.427939999994123,"[40, 73, 70, 3, 6, 94, 1, 25, 20, 10]","[3300094, 3301091, 3302088, 3303085, 3304082, 3305079, 3306076, 3307073, 3308070, 3309067]",157273cd7f2cf5284b5e27460142bc6b2bff23ebbd6f991421152fd1cbd5811d,9,9,9,9,1,0,0,0,660,135,525,0.20454545454545456,5,0.037037037037037035,130,8.0,2007160,True,0
33,TargetedFedPhoenix,1,0.25,20,59.599998474121094,7.9874198000034085,"[45, 16, 51, 88, 17, 78, 36, 44, 21, 62]","[3400097, 3401094, 3402091, 3403088, 3404085, 3405082, 3406079, 3407076, 3408073, 3409070]",1074c8bf542c23832d74ac64510659d43ef76df6501e71ade16679ff697841c6,9,9,9,9,1,0,0,0,660,135,525,0.20454545454545456,2,0.014814814814814815,133,6.777777777777778,2028288,True,0
34,TargetedFedPhoenix,1,0.25,20,66.86000061035156,6.112575999999535,"[92, 43, 97, 61, 58, 67, 1, 98, 30, 75]","[3500100, 3501097, 3502094, 3503091, 3504088, 3505085, 3506082, 3507079, 3508076, 3509073]",ef9f0558331aa437dee11bb67f1556b95dc4d7697ac79b39e7351ee198510437,10,9,9,9,0,1,0,0,660,135,525,0.20454545454545456,0,0.0,135,8.333333333333334,2028288,True,0
35,TargetedFedPhoenix,1,0.25,20,56.310001373291016,7.739357699989341,"[31, 89, 17, 66, 92, 23, 96, 9, 35, 20]","[3600103, 3601100, 3602097, 3603094, 3604091, 3605088, 3606085, 3607082, 3608079, 3609076]",7615afe27db2d4c194dc3962b0d9dd9cf83d28c971093fd1930bb2406962a4c4,10,7,7,7,0,3,0,0,660,105,555,0.1590909090909091,2,0.01904761904761905,103,8.0,2028288,True,0
36,TargetedFedPhoenix,1,0.25,20,52.68000030517578,9.682356199991773,"[72, 68, 65, 28, 23, 85, 16, 60, 73, 78]","[3700106, 3701103, 3702100, 3703097, 3704094, 3705091, 3706088, 3707085, 3708082, 3709079]",76aea55d5c68b44ce3abe116cf46fa5ba9722feb8413fe18e5f3bc9e8185e248,10,10,10,10,0,0,0,0,660,150,510,0.22727272727272727,3,0.02,147,8.1,2028288,True,0
37,TargetedFedPhoenix,1,0.25,20,63.43000030517578,7.640757499990286,"[66, 49, 62, 9, 84, 68, 74, 3, 44, 71]","[3800109, 3801106, 3802103, 3803100, 3804097, 3805094, 3806091, 3807088, 3808085, 3809082]",47fd643d7db5e62923d11a8becac0cfb306168235226daf2d0c1b2f19c219091,10,10,10,10,0,0,0,0,660,150,510,0.22727272727272727,5,0.03333333333333333,145,5.5,2028288,True,0
38,TargetedFedPhoenix,1,0.25,20,57.790000915527344,6.239405000000261,"[50, 73, 27, 38, 8, 53, 21, 14, 28, 64]","[3900112, 3901109, 3902106, 3903103, 3904100, 3905097, 3906094, 3907091, 3908088, 3909085]",529e8c9d0f99f965da2e271505d082db26b8c4ddff02833e29eb97bb512e0120,10,8,8,8,0,2,0,0,660,120,540,0.18181818181818182,3,0.025,117,6.25,2028288,True,0
39,TargetedFedPhoenix,1,0.25,20,58.709999084472656,7.402632400000584,"[48, 87, 40, 59, 3, 10, 75, 35, 49, 89]","[4000115, 4001112, 4002109, 4003106, 4004103, 4005100, 4006097, 4007094, 4008091, 4009088]",e6ebca5b7f4006ba617a7bfcc14afc5e8169790d91b5af43f233a1e2d0d7d073,10,10,10,10,0,0,0,0,660,150,510,0.22727272727272727,1,0.006666666666666667,149,7.8,2028288,True,0
40,TargetedFedPhoenix,1,0.25,20,66.01000213623047,7.124812100009876,"[83, 93, 34, 60, 90, 45, 42, 41, 91, 36]","[4100118, 4101115, 4102112, 4103109, 4104106, 4105103, 4106100, 4107097, 4108094, 4109091]",04324176300ea21879471fd03ed00e9a45f6f0a8efabe7e8be7a50439a8c5b2e,10,10,10,10,0,0,0,0,660,150,510,0.22727272727272727,3,0.02,147,10.2,2028288,True,0
41,TargetedFedPhoenix,1,0.25,20,66.33000183105469,7.191191399993841,"[75, 52, 20, 80, 90, 93, 4, 51, 13, 98]","[4200121, 4201118, 4202115, 4203112, 4204109, 4205106, 4206103, 4207100, 4208097, 4209094]",bceccc7b77934f6530a8e98f632021a0bd75df060517f14ab42e3115452906e3,10,9,9,9,0,1,0,0,660,135,525,0.20454545454545456,1,0.007407407407407408,134,6.666666666666667,2028288,True,0
42,TargetedFedPhoenix,1,0.25,20,59.959999084472656,7.8563928000075975,"[98, 79, 17, 10, 3, 12, 29, 26, 54, 58]","[4300124, 4301121, 4302118, 4303115, 4304112, 4305109, 4306106, 4307103, 4308100, 4309097]",f26e416f0d90da9cb168fc4a8245385aa606c666fc843ef04c5a430b62d05c05,10,8,8,8,0,2,0,0,660,120,540,0.18181818181818182,3,0.025,117,8.25,2028288,True,0
43,TargetedFedPhoenix,1,0.25,20,63.529998779296875,8.348469999997178,"[32, 15, 47, 9, 7, 16, 24, 57, 71, 28]","[4400127, 4401124, 4402121, 4403118, 4404115, 4405112, 4406109, 4407106, 4408103, 4409100]",5a6c884aaac388a0b62d95cdb113674452a072d852c494febda8b40ad7f0bb24,9,5,5,5,1,4,0,0,660,75,585,0.11363636363636363,2,0.02666666666666667,73,8.2,2049416,True,0
44,TargetedFedPhoenix,1,0.25,20,62.2400016784668,6.995268999991822,"[76, 67, 81, 35, 44, 49, 32, 99, 69, 51]","[4500130, 4501127, 4502124, 4503121, 4504118, 4505115, 4506112, 4507109, 4508106, 4509103]",49bf86243a3d9cdc1ab5b7efd669e807c79946ba22b92c48f8a6ab2a30362572,10,9,9,9,0,1,0,0,660,135,525,0.20454545454545456,1,0.007407407407407408,134,8.222222222222221,2049416,True,0
45,TargetedFedPhoenix,1,0.25,20,53.880001068115234,7.071603100004722,"[42, 4, 95, 71, 84, 22, 61, 5, 10, 28]","[4600133, 4601130, 4602127, 4603124, 4604121, 4605118, 4606115, 4607112, 4608109, 4609106]",943b36fcbfd9bf842a533b5ed0d88b8d258a60221d81853444e4a49b1a9084d5,10,8,8,8,0,2,0,0,660,120,540,0.18181818181818182,3,0.025,117,6.375,2049416,True,0
46,TargetedFedPhoenix,1,0.25,20,64.0999984741211,7.943660000004456,"[61, 52, 80, 26, 37, 44, 85, 1, 99, 55]","[4700136, 4701133, 4702130, 4703127, 4704124, 4705121, 4706118, 4707115, 4708112, 4709109]",f61356e1b4c44a3a9a211b46365f202861e5d60f72cb23954d8248c8d5d5cfd5,10,8,8,8,0,2,0,0,660,120,540,0.18181818181818182,0,0.0,120,5.125,2049416,True,0
47,TargetedFedPhoenix,1,0.25,20,60.20000076293945,6.9781772999995155,"[23, 10, 75, 28, 19, 22, 43, 13, 98, 85]","[4800139, 4801136, 4802133, 4803130, 4804127, 4805124, 4806121, 4807118, 4808115, 4809112]",ef193d7fc59468076daec816488cb8fa94599d5547da643b55cabf691b997c90,9,9,9,9,1,0,0,0,660,135,525,0.20454545454545456,1,0.007407407407407408,134,5.333333333333333,2070544,True,0
48,TargetedFedPhoenix,1,0.25,20,62.66999816894531,6.363481400010642,"[18, 1, 96, 63, 59, 71, 88, 39, 97, 68]","[4900142, 4901139, 4902136, 4903133, 4904130, 4905127, 4906124, 4907121, 4908118, 4909115]",ad992d8dab6f400e73add903db579958f175d14a0605ae62901ab15e24b744cd,8,7,7,7,2,1,0,0,660,105,555,0.1590909090909091,1,0.009523809523809525,104,9.571428571428571,2112800,True,0
49,TargetedFedPhoenix,1,0.25,20,58.810001373291016,8.998879499995383,"[44, 11, 93, 47, 54, 9, 81, 94, 45, 65]","[5000145, 5001142, 5002139, 5003136, 5004133, 5005130, 5006127, 5007124, 5008121, 5009118]",b711cbe5d3a41767911ef110932d63843f65a34b3d91b4dee688a550b0652f6e,10,10,10,10,0,0,0,0,660,150,510,0.22727272727272727,3,0.02,147,9.3,2112800,True,0
50,TargetedFedPhoenix,1,0.25,20,63.09000015258789,6.417667200003052,"[48, 43, 51, 76, 99, 39, 38, 73, 89, 80]","[5100148, 5101145, 5102142, 5103139, 5104136, 5105133, 5106130, 5107127, 5108124, 5109121]",568e17edf385330b213dee913324fafb2d737358883232cdffc5d146a2453926,10,10,10,10,0,0,0,0,660,150,510,0.22727272727272727,1,0.006666666666666667,149,7.1,2112800,True,0
51,TargetedFedPhoenix,1,0.25,20,57.54999923706055,7.86765220000234,"[34, 16, 99, 17, 62, 58, 96, 29, 90, 30]","[5200151, 5201148, 5202145, 5203142, 5204139, 5205136, 5206133, 5207130, 5208127, 5209124]",5749aa344d810822f1301ca9a0be07a1f1c9d664cf821506ea6ed5e14d9e6a0f,10,10,10,10,0,0,0,0,660,150,510,0.22727272727272727,2,0.013333333333333334,148,9.1,2112800,True,0
52,TargetedFedPhoenix,1,0.25,20,66.7699966430664,6.676696099995752,"[8, 59, 78, 95, 25, 35, 99, 86, 54, 64]","[5300154, 5301151, 5302148, 5303145, 5304142, 5305139, 5306136, 5307133, 5308130, 5309127]",cec8e718c34a3b8280e499899d6a648128ada3994e4e629c402ebabd1c960376,10,9,9,9,0,1,0,0,660,135,525,0.20454545454545456,1,0.007407407407407408,134,9.666666666666666,2112800,True,0
53,TargetedFedPhoenix,1,0.25,20,61.380001068115234,8.162972799997078,"[87, 42, 55, 74, 37, 10, 26, 23, 57, 62]","[5400157, 5401154, 5402151, 5403148, 5404145, 5405142, 5406139, 5407136, 5408133, 5409130]",4b77bb28473866ce39fe5bb163d69a4d70e107e1c5ce27310542bc2c64fa68d7,10,10,10,10,0,0,0,0,660,150,510,0.22727272727272727,2,0.013333333333333334,148,8.3,2112800,True,0
54,TargetedFedPhoenix,1,0.25,20,51.79999923706055,6.175538099996629,"[84, 2, 76, 48, 68, 40, 92, 8, 42, 46]","[5500160, 5501157, 5502154, 5503151, 5504148, 5505145, 5506142, 5507139, 5508136, 5509133]",062272f9e3e57f151568185dd74ea7d116d8cf7144c0841230e5cefc9a435b56,10,8,8,8,0,2,0,0,660,120,540,0.18181818181818182,3,0.025,117,7.5,2112800,True,0
55,TargetedFedPhoenix,1,0.25,20,66.0199966430664,7.965395300008822,"[91, 70, 16, 58, 10, 35, 31, 86, 62, 54]","[5600163, 5601160, 5602157, 5603154, 5604151, 5605148, 5606145, 5607142, 5608139, 5609136]",7e8d5ab044228acd7b7fea697eafad7308f6b962f1715951043e1c33e2dfd969,10,9,9,9,0,1,0,0,660,135,525,0.20454545454545456,0,0.0,135,6.222222222222222,2112800,True,0
56,TargetedFedPhoenix,1,0.25,20,64.31999969482422,8.011746499993023,"[32, 41, 20, 75, 69, 62, 74, 38, 80, 58]","[5700166, 5701163, 5702160, 5703157, 5704154, 5705151, 5706148, 5707145, 5708142, 5709139]",d6d99ae66f6b47161f40ef52e567f17ac21f60da54f348c36529edd83febf70b,10,10,10,10,0,0,0,0,660,150,510,0.22727272727272727,1,0.006666666666666667,149,8.1,2112800,True,0
57,TargetedFedPhoenix,1,0.25,20,61.369998931884766,6.6456858000019565,"[89, 0, 84, 16, 97, 67, 41, 38, 59, 60]","[5800169, 5801166, 5802163, 5803160, 5804157, 5805154, 5806151, 5807148, 5808145, 5809142]",438c5eaf957c8e7b383e2d1765a921111a9064ec117c88daf0f339f5a1946080,10,9,9,9,0,1,0,0,660,135,525,0.20454545454545456,2,0.014814814814814815,133,6.444444444444445,2112800,True,0
58,TargetedFedPhoenix,1,0.25,20,55.310001373291016,6.7064975000103,"[59, 21, 34, 35, 95, 41, 9, 12, 47, 42]","[5900172, 5901169, 5902166, 5903163, 5904160, 5905157, 5906154, 5907151, 5908148, 5909145]",f232aaf272361549cc91910a442dc7648177ff89a7ff781a95c2cb8893703740,10,10,10,10,0,0,0,0,660,150,510,0.22727272727272727,3,0.02,147,7.6,2112800,True,0
59,TargetedFedPhoenix,1,0.25,20,64.25,8.336409299998195,"[88, 78, 75, 43, 57, 63, 34, 79, 17, 93]","[6000175, 6001172, 6002169, 6003166, 6004163, 6005160, 6006157, 6007154, 6008151, 6009148]",c48ce2f99d1729847a59e86fc9f1f8df97b29b66350b1c153eb19b3d08bd522f,10,10,10,10,0,0,0,0,660,150,510,0.22727272727272727,1,0.006666666666666667,149,8.3,2112800,True,0
60,TargetedFedPhoenix,1,0.25,20,65.94999694824219,6.228654000005918,"[76, 35, 9, 75, 32, 97, 53, 72, 27, 91]","[6100178, 6101175, 6102172, 6103169, 6104166, 6105163, 6106160, 6107157, 6108154, 6109151]",03cc7d5ffe2027adcc315f7032142c2397d3701581df13268efc121d4c4ab247,10,7,7,7,0,3,0,0,660,105,555,0.1590909090909091,0,0.0,105,3.2857142857142856,2112800,True,0
61,TargetedFedPhoenix,1,0.25,20,66.13999938964844,9.425405300004059,"[60, 14, 9, 43, 15, 68, 7, 44, 65, 89]","[6200181, 6201178, 6202175, 6203172, 6204169, 6205166, 6206163, 6207160, 6208157, 6209154]",6fb152146223ae8909d01956bb7c340d52b4fc7d56622d759cd085a78d92a391,10,9,9,9,0,1,0,0,660,135,525,0.20454545454545456,2,0.014814814814814815,133,8.666666666666666,2112800,True,0
62,TargetedFedPhoenix,1,0.25,20,64.33000183105469,8.087207499993383,"[56, 67, 28, 93, 30, 71, 78, 48, 25, 19]","[6300184, 6301181, 6302178, 6303175, 6304172, 6305169, 6306166, 6307163, 6308160, 6309157]",5a8d2cac4087ae10fc2502509d91d0900f284d47e579a31afaf3adf591e55606,10,9,9,9,0,1,0,0,660,135,525,0.20454545454545456,3,0.022222222222222223,132,9.333333333333334,2112800,True,0
