round,test_accuracy,round_train_seconds,selected_clients,global_state_sha256,round_shadow_event_count,observer_history_bytes,max_alignment_identity_abs_error,max_response_identity_abs_error,max_epsilon_geometry_abs_error
118,68.72000122070312,16.392656999989413,"[46, 57, 0, 86, 26, 80, 73, 20, 63, 98]",875ec506e39d2e0cfa915883a84a54ee1d770b18d54895ec38ac05a13573a4ac,5,4441359912,1.851007152067763e-08,2.1216351342445705e-08,0.00047920942306522996
119,64.87999725341797,6.671942699991632,"[81, 6, 64, 84, 20, 2, 8, 4, 66, 92]",e2c365f66c7dc00ab650020321cf6071a7c88e8b105c64f7dd569638f299da8c,0,4441359912,nan,nan,nan
120,68.66999816894531,6.47902960004285,"[61, 34, 64, 11, 96, 18, 82, 52, 72, 92]",b3a9011ab1261d370251a4053d68c13e604a2b0e7bfd40516a6c451da428beed,0,4441359912,nan,nan,nan
121,72.5,20.606943599996157,"[93, 68, 94, 13, 36, 11, 5, 1, 40, 7]",3522dea416211561d3a1bb6a664f3c0e7efe79b33db0c3d2161088e9f69f00ec,10,4441359912,2.984068744318544e-08,4.064630232392119e-08,0.0009317278861999956
122,67.0,6.504882999986876,"[73, 64, 37, 69, 31, 48, 77, 41, 53, 75]",a33fe23a8a593a16dc7d171b0f7954f176b57e54754b7aece05286f6652ba79a,0,4441359912,nan,nan,nan
123,69.7300033569336,6.030141499999445,"[46, 43, 84, 11, 66, 92, 16, 19, 96, 37]",d84a1686a116cdf587cc63d0ef4b40439ecb13bb7a0fd69b93eae5d27530d6d7,0,4441359912,nan,nan,nan
124,61.790000915527344,8.013269299990498,"[43, 96, 9, 0, 74, 19, 1, 23, 38, 66]",cf6c9faa2194771d911219cabd078fc8c5d62e1096642fac00202c81023a1ea5,5,4441359912,3.84023566245284e-09,6.306374977782525e-09,5.8011263608933467e-05
125,62.459999084472656,12.894521299982443,"[27, 62, 32, 10, 22, 72, 64, 25, 86, 60]",c289323193c9f82f921e34a8619102fe775a470b13f5f48d9700984275df89b6,5,4441359912,4.419256605190519e-08,4.4095248341591287e-08,0.0006797075271607333
126,64.23999786376953,12.3060144999763,"[84, 7, 64, 76, 15, 46, 27, 47, 40, 69]",ed6a704a4ff0eb7d82c6f523ad2159c49f41c688ae8cc214ff79aa4345402e9e,5,4441359912,3.6338489037279764e-08,1.990353304393011e-08,0.0013758301734924094
127,70.36000061035156,7.8676233000005595,"[75, 97, 79, 87, 11, 7, 37, 92, 41, 12]",295fe6672e114f6dabfc08357719a896ecd60aa95b8a39fcbf9f9ae565cc0790,0,4441359912,nan,nan,nan
128,68.91999816894531,16.45794329995988,"[78, 4, 17, 21, 76, 74, 19, 61, 45, 86]",66878a528a6dddd33718693351dc25389756653ec74a79ff2cebb37348ab13fe,10,4441359912,1.773040514407853e-08,2.684180167022987e-08,0.0010836482048034446
129,72.27999877929688,16.368638499989174,"[23, 41, 75, 36, 26, 49, 95, 16, 93, 72]",6d4eaa5b983729d85ce41aec9ab13c462366b68af550836003ee4cbaf70994e8,5,4441359912,6.809432417887937e-09,2.545643873475001e-08,0.0017481923103332964
130,67.41999816894531,7.939142600051127,"[59, 53, 65, 8, 68, 35, 13, 55, 23, 97]",dafd03e42d0e2acab5535d7b02a5a6793a77f502353cd818c147d28fa11fa98b,0,4441359912,nan,nan,nan
131,66.19000244140625,9.316926999948919,"[74, 98, 22, 45, 97, 87, 92, 71, 47, 79]",627d8b18b84a163fa082c32740f3b336b4795e04108fffc48a180c48af9bf85f,5,4441359912,1.53717243822518e-08,1.8671833856842568e-08,0.00045697689056400925
132,72.2699966430664,14.600104200013448,"[35, 70, 59, 49, 36, 91, 82, 50, 26, 72]",69b30a250f5832e4579b137bf8b51374cf11b0c6de8d1862a850e2ecec397f83,5,4441359912,3.051466625160395e-08,7.058152728944833e-09,0.00023824572563174717
133,67.94999694824219,16.465238600037992,"[22, 83, 75, 29, 66, 48, 12, 10, 86, 1]",cfb1c1c20db0cc42ea300b9c4c83263a00f16fe2e6c989411d4d3d92638dfe5a,10,4441359912,1.7096336382173283e-08,3.654627533933308e-08,0.0005245685577392467
134,71.33000183105469,22.329129999969155,"[76, 33, 40, 59, 65, 63, 73, 36, 99, 82]",8a569d3a88fbab4b27dca3508d559e2e144cf7e5a85b684a10972856bad4b7d6,10,4441359912,1.7122016514672933e-08,2.5442817630505488e-08,0.0010087966918945757
135,67.66000366210938,30.927662700007204,"[85, 88, 54, 40, 70, 67, 86, 38, 58, 42]",2b27cbc8b453f2084cb1e6302fbd52530644f5c33d5cef4c749227e231ed7bff,25,4441359912,4.0360306030433335e-08,4.969141542687794e-08,0.002209186553955078
136,63.72999954223633,12.389063299982809,"[89, 56, 12, 90, 94, 86, 19, 78, 92, 59]",0678e5b1601b0a4fd1989e35afc384903febd3ddd84b4edb6b2a9c738cbc6caf,5,4441359912,1.6407238767265908e-08,3.3961409684479804e-08,0.00022198855876923163
137,71.54000091552734,13.792732000001706,"[7, 94, 69, 44, 50, 26, 75, 24, 33, 18]",111b999a54e548e999744b4e81111f37203476b2a7b55b86d288cbacca40b530,5,4441359912,8.330154610807633e-09,3.800956349664375e-08,0.00015631914138802827
138,73.0999984741211,7.065267199999653,"[89, 75, 84, 93, 35, 71, 19, 63, 59, 94]",bff85169703e9ef664af4c58e264d5f71d10f06ea3ff112cd56a55fcce966560,0,4441359912,nan,nan,nan
139,70.83999633789062,11.4747597000096,"[54, 66, 17, 43, 53, 40, 76, 1, 4, 81]",f4b0ca152dabc09f4acb4e903381eeb8e00d556589b94c103143d4467729d27f,5,4441359912,1.6717585271837365e-08,2.646040364595592e-08,0.00011021494865418036
140,71.51000213623047,11.234797100012656,"[52, 51, 97, 7, 41, 61, 29, 88, 49, 26]",ea5d8cebd1b28f44964ee1599f3ab331d3d83424417d4d010e575116f91a5281,5,4441359912,5.973427375655094e-08,2.0246863741135712e-08,0.0021231770515441895
141,72.0199966430664,7.009368999977596,"[21, 47, 20, 59, 85, 2, 99, 70, 54, 50]",d568e9d2f4b4fc3d5794cbed4ed319e1babba3c33e17b0dd8da5df5135f7bebe,0,4441359912,nan,nan,nan
142,63.93000030517578,17.369971600011922,"[65, 98, 79, 6, 58, 92, 19, 37, 33, 75]",57e5c2e5b6c7f950d72c512c5b4b15e59318a3318a214ac19bb324859df595c6,5,4441359912,2.1163333419060848e-08,7.284671088569894e-09,0.00025713443756103516
143,61.65999984741211,9.663592399971094,"[44, 84, 56, 0, 69, 15, 66, 78, 42, 95]",76d6cf1f866906b0f32b2807f93ec0a16147d4ae38a2929fcf5069f973fa7fde,5,4441359912,2.0154858404626552e-08,2.9323203420972277e-08,0.002159941196441695
144,72.19999694824219,15.831927700026426,"[36, 20, 53, 26, 80, 67, 25, 37, 39, 10]",8e468da49a1a884a3f913439b429b15225fa1d39d7e37f00b856f38c15fd9797,5,4441359912,3.490921365346955e-08,1.3439882984300766e-08,0.00016277730464936413
145,67.97000122070312,8.262207499996293,"[54, 62, 65, 69, 82, 46, 64, 70, 59, 11]",c311fdcf00ec396646e31e9881a8de418998f0f4d1a8d4aa9e932fc23c964c48,0,4441359912,nan,nan,nan
146,62.79999923706055,10.42239740001969,"[78, 89, 64, 25, 85, 9, 57, 41, 97, 45]",64cca7ecd1261bd1db446e536d21965cd31fa4934ec1d8c5a9c7946edab198f2,5,4441359912,1.4455901631120482e-08,1.8878019147905434e-08,0.0005997180938721036
147,71.29000091552734,6.948041100054979,"[32, 8, 70, 41, 12, 19, 88, 20, 98, 33]",6c2fc14a37253ea7a392343e5399bd14cab6a4ebc6007dbf7d876edc1ab99849,0,4441359912,nan,nan,nan
148,71.5999984741211,11.621336599986535,"[50, 29, 81, 33, 44, 69, 2, 68, 93, 85]",c0e73d8df59dc70a8639b74db43949ae85f3bb7d382a76c3ee8766e28d9b112a,5,4441359912,1.238557191258604e-08,1.1664035071135004e-08,0.0005646586418152078
149,68.83000183105469,12.69987830001628,"[5, 84, 70, 73, 31, 62, 69, 13, 86, 74]",0b84d5288a3b279385a80f6a05d9a5ff0a6fa9f2c0d7d253b18422dcfcca926a,5,4441359912,3.758662572329874e-08,4.249315566084988e-08,0.00012656748294831432
150,72.5199966430664,14.35965420003049,"[69, 9, 41, 83, 76, 63, 34, 67, 36, 87]",2ed42c10f539b97f50edbb587fcc70135f8200fd2fbbae7b4074a267ebf0d4d9,5,4441359912,1.3536441834138043e-08,1.5197020530877126e-08,0.0014164447784423828
151,63.939998626708984,14.437034600006882,"[40, 77, 95, 52, 25, 38, 46, 47, 93, 88]",971c919dc980037f2fe3d28685c6885f411d2ef56c0bdaf52c69594b9492ab1e,10,4441359912,1.0781193715558857e-08,2.3090358070021466e-08,0.0015437006950378418
152,63.58000183105469,18.050632300029974,"[14, 22, 87, 6, 15, 36, 37, 44, 48, 38]",62855266f4b83b6e2c62c37a49540b5207e4bbf60e6270bc7ca1ac07f506d9fc,10,4441359912,5.0286928399145836e-08,2.915031416250713e-08,0.000683218240737915
153,71.70999908447266,10.994032500020694,"[14, 66, 74, 62, 49, 45, 18, 79, 15, 68]",e50c6dcbd30d32fb7a03f80f2b32278867a6b57773825a0a72313be7c33ba5d7,5,4441359912,1.4696860728413697e-08,1.8727261519302374e-08,0.0005821228027343972
154,73.12000274658203,5.942639400018379,"[92, 32, 77, 87, 27, 13, 14, 47, 22, 73]",a69e57bfde66d71b45ff7c681b42b7c23e1287b1e6373cae053d84e2231f44a5,0,4441359912,nan,nan,nan
155,70.76000213623047,7.307528200035449,"[60, 31, 44, 3, 84, 25, 98, 73, 52, 82]",24259a1e69eb7cee116ba2f79382bf3aa2f4e604e782ee3d2aeebfbddc6535c8,0,4441359912,nan,nan,nan
156,70.8499984741211,13.268108699994627,"[66, 38, 74, 49, 46, 45, 12, 0, 81, 23]",2d59a2800ee5cf6ab19ffae1d721acb420c151537d2681e0087ab406c4666814,10,4441359912,1.8519864974919642e-08,1.561391016480229e-08,0.0004815340042114702
157,63.369998931884766,8.423981800035108,"[6, 14, 56, 8, 37, 71, 68, 53, 88, 65]",57009cf3d261d7c5468592e95b2709c444cbfb1960e19cc8d76ecad2f7c80926,0,4441359912,nan,nan,nan
158,70.91000366210938,13.92286220000824,"[76, 40, 68, 38, 91, 92, 18, 11, 69, 94]",fa3a38184882f2691c66c7c6715c519f3f07faca582ef5e883e0c947be5afe1f,10,4441359912,3.532100549823343e-08,1.969019436387498e-08,0.001218628883361883
159,70.20999908447266,14.117953300010413,"[0, 23, 91, 83, 98, 64, 90, 32, 84, 36]",dc95a1cec7e83b1f7da9359506b3d47479aa360d4dc9911361b4c003382ac0a1,5,4441359912,4.1893487436051036e-08,1.1818458212076166e-08,8.431375026704546e-05
160,70.51000213623047,12.394411999965087,"[15, 9, 95, 71, 80, 49, 39, 81, 30, 8]",c82ffdc1f9328970bd5b6efeb00328087774e2795927a584620ef45dff740dc5,5,4441359912,1.1802344702244172e-08,2.7150433012934627e-08,0.001285219192504905
161,72.44000244140625,23.03467229998205,"[29, 87, 67, 36, 35, 96, 15, 61, 24, 62]",2ab770b911b1c45357e17c933ff17537f555afcf70b14d8cc6c6f1bf10b39fd8,15,4441359912,5.018269916973184e-08,2.6994145585490514e-08,0.0011512756347656916
162,70.73999786376953,15.288861299981363,"[13, 58, 87, 52, 50, 60, 3, 19, 35, 0]",c09cfd3bbe1fb4de4647bb7dce4a8f282346797f7ee60a35aac354dc3d76c7dd,5,4441359912,1.9035211451783746e-08,1.6398463031919164e-08,0.0003022611141205167
163,66.54000091552734,6.50566720002098,"[55, 46, 66, 67, 73, 12, 51, 1, 57, 90]",bab486253f995411298375752b9dbbd8514f8d8ed8bf1bedfc1060b8d60cc9e1,0,4441359912,nan,nan,nan
164,70.05000305175781,25.951648900052533,"[40, 72, 92, 86, 89, 90, 16, 98, 73, 58]",c7f6fa273619b6da44fdf33968d9a5ab483709defb244dde036d830b7e24d6de,15,4441359912,3.204752302421454e-08,4.7313697848494485e-08,0.0010913252830505593
165,72.55999755859375,15.765482799964957,"[0, 58, 47, 44, 94, 66, 4, 7, 27, 2]",b9f318f5a8f8921c4d1ea1282b261eabc9ada49305cd3b3b219046eb1c35ca56,5,4441359912,3.836006978643475e-09,9.555768620828076e-09,0.00036244988441469506
166,71.36000061035156,21.01062810001895,"[58, 87, 14, 78, 40, 83, 73, 18, 52, 31]",456fcc2da131c7ee1f2dc9fd0e224e2c03be1a9420ec2d69abb2644ea5f6ac2f,10,4441359912,1.6959537252206683e-08,1.8909110721665456e-08,0.00016628503799442917
167,67.8499984741211,13.990045699989423,"[99, 22, 62, 86, 5, 20, 9, 51, 7, 54]",93cae59e6a0f746f2819e493c952cd2730dbb1ca6ce916d095683d5943f7d8ff,5,4441359912,4.9285900799792004e-08,6.365304727751209e-08,0.0013753533363342063
168,70.5999984741211,15.50660689995857,"[97, 37, 42, 7, 22, 5, 24, 56, 69, 12]",8c331094d9ce3553d5d1c23241387cf48a6956ebf44ac36c1563f9021a297e9d,10,4441359912,5.457515959159456e-08,3.07796454990239e-08,0.0023247718811035822
169,71.69000244140625,6.654541300027631,"[96, 22, 76, 44, 59, 78, 12, 68, 94, 87]",d52516517c4b90cb4cee02a679e66ff8dc7b34c483019dfdaa504802489a3db2,0,4441359912,nan,nan,nan
170,70.77999877929688,12.410984500020277,"[45, 7, 65, 19, 95, 16, 35, 23, 83, 88]",1ac8fd0aa1062f93b608d5165d70c714535674c37191490df8d56d5ed51d853b,5,4441359912,4.789296970076837e-09,3.7059280089124513e-09,4.9701333045965024e-05
171,66.2699966430664,7.019861200009473,"[12, 91, 4, 90, 47, 66, 33, 9, 61, 84]",b275afd64f3d906a343a2993da7cd375f8e036a81da1fdf15e49f52503007657,0,4441359912,nan,nan,nan
172,68.68000030517578,10.439021199999843,"[46, 60, 83, 2, 37, 70, 93, 29, 3, 43]",de27d9fc5427695b48d8c5c93832774446db0abe9853c6bd145340cc48f9e04f,5,4441359912,5.5240102536484315e-08,1.5132876285406383e-08,0.0015749573707580788
173,67.30999755859375,9.45956800004933,"[27, 45, 49, 4, 31, 62, 9, 95, 69, 72]",8b83207d2de1c14fe0e1ae923aa8f8cc91b3cdd59f889fe88b8f2c4beede203c,5,4441359912,4.288357193784828e-08,7.715463823387836e-09,0.0011567950248718706
174,67.25,6.680648200039286,"[27, 28, 1, 92, 55, 48, 74, 7, 99, 62]",7a8fd08e4ebc6c978839d1093bdcca70fafcbe786fa9d27a0d84d08d9610e9ed,0,4441359912,nan,nan,nan
175,71.08000183105469,23.420264499960467,"[24, 0, 9, 11, 31, 45, 58, 35, 69, 21]",7bd98ae52f7ffc29a3494af144da9e2b84602bec42c574c7dcbe7a1fea23a2f6,15,4441359912,6.829911414164488e-08,2.7424091442185272e-08,0.0008909583091736284
176,71.30000305175781,26.754155500035267,"[42, 98, 67, 21, 24, 81, 20, 75, 29, 36]",bcd8e1216088c1aa69bcf7f838da245994eb21e5051fc62f9505e989a6c72c43,20,4441359912,4.899549119760996e-08,4.2688476753482973e-08,0.0020979523658752885
177,67.98999786376953,10.828068699978758,"[49, 75, 33, 60, 42, 64, 69, 11, 47, 70]",0efe86d70ab97c800eab8da4e4c14fe9150769848e8bf956cfa082fd474f0e14,5,4441359912,5.941503289363936e-09,1.231150204006326e-08,0.00037360191345214844
178,69.02999877929688,17.71603040001355,"[96, 60, 16, 70, 73, 40, 11, 24, 87, 93]",79ce488123bc1838386086f44fdf5f2ad3146f87a11b2cff4bf3b254f651800e,10,4441359912,1.3495947523976034e-08,1.4756214028466275e-08,0.00018522739410400946
179,72.97000122070312,16.817481600039173,"[37, 16, 85, 31, 69, 36, 54, 25, 32, 38]",4619be5df578ece41b98aa1f09c452e432018b6bb58596760ab4d6726b382e95,10,4441359912,4.452775304074688e-09,2.7483476827683262e-08,0.0010506987571716753
180,72.02999877929688,9.648362799955066,"[80, 92, 61, 76, 19, 28, 7, 73, 67, 38]",18166c06ea44f115d05a72a9210a373c05651b3997757d42b8e4e1f66d23b6e7,5,4441359912,1.166496232940517e-08,1.7663573714798986e-08,0.00038629770278930664
181,70.86000061035156,10.232252100016922,"[78, 26, 35, 44, 29, 85, 64, 66, 97, 21]",cdaba5d5966f1772d3a337cd3c4b68869d8bf8076e84d74e41fe9c7dc012b6f9,5,4441359912,1.232310093963844e-08,1.496373513987237e-08,0.0002712249755859597
182,65.5999984741211,12.759658800030593,"[78, 73, 10, 52, 54, 24, 44, 70, 99, 90]",53a9279539c6bc5594e8a2fe74d85a42b9f0e1eb692759c23196502410a219f0,5,4441359912,1.5251002260987384e-08,8.255921279953782e-09,0.00012868642807006836
183,73.41999816894531,17.46416680002585,"[96, 38, 1, 4, 36, 19, 77, 52, 41, 49]",6a84b93aafef09e17b8a0aec4a991d7bdfbde9a8b49993c64c4e1d7d17dac6ae,10,4441359912,3.256374219156189e-08,1.5808396369720867e-08,0.0005117535591125377
184,71.5999984741211,13.91276979999384,"[87, 55, 49, 7, 51, 67, 40, 21, 34, 0]",23ff1349d729cc9c13dcb139e95910cf1ddf44db4a9fbe7b408a34daf2ee84a9,5,4441359912,3.435748086033641e-08,2.8872543467173273e-08,0.0014148354530334473
185,70.7699966430664,9.547000899969134,"[74, 63, 39, 14, 96, 82, 21, 45, 88, 13]",f06cf101363fc5c82660679bec5847e50d1b927ef06772232819420208b3d587,5,4441359912,9.350069690716722e-09,1.057752996302952e-08,0.0005237758159637451
186,68.94999694824219,7.491033099999186,"[1, 26, 23, 59, 22, 57, 27, 60, 18, 69]",3c83808551bca140457d4398a5160460967e4591e0b8a935ed7ed07beeb55b7e,0,4441359912,nan,nan,nan
187,66.55999755859375,6.262048700009473,"[34, 87, 43, 64, 27, 92, 78, 55, 68, 7]",f6d747e49f7d962bc0f52069a746ebaaab708f2db8df9ff8890e0f6a54585927,0,4441359912,nan,nan,nan
188,72.37000274658203,22.065713400021195,"[67, 20, 34, 69, 85, 14, 86, 81, 36, 76]",00cc7e98e5ebf04c83818623f19dcd564334ea00a4afd7756454e2f6c4ae10b3,10,4441359912,4.3536279536971964e-08,2.2206286587334034e-08,0.00047806501388553135
189,65.8499984741211,13.162684999988414,"[57, 7, 53, 49, 74, 65, 76, 29, 78, 80]",4396ee115a60db4515b42125ac23ccfdb1daa3f6a6d70eba2aab9a8842d28771,5,4441359912,7.894334375221565e-09,9.152794966382771e-09,0.000245529413223311
190,68.68000030517578,10.241846000018995,"[71, 25, 7, 77, 39, 51, 87, 5, 45, 11]",457b7e924f45499c3db36cb333c6b9e88a709d8ccc305baac683409faab20a0b,5,4441359912,2.783978043669616e-08,1.4529022429599081e-08,0.00046675801277162865
191,62.209999084472656,7.945911799964961,"[60, 21, 34, 0, 98, 92, 44, 65, 66, 3]",34090ae0f826a88d38f13a3a4fdf2c05738a781391a5c5980cb7c029660f7309,0,4441359912,nan,nan,nan
192,68.80000305175781,21.12811910000164,"[36, 59, 66, 20, 0, 16, 86, 71, 90, 56]",6b2ba63b5f1a8003c513ab334b067b6aa14863a5b0888d3330ba5dddb6bd5ca2,10,4441359912,2.7804681956584282e-08,2.1430052399296073e-08,0.0008393824100494385
193,72.77999877929688,9.65485130000161,"[19, 22, 51, 45, 91, 26, 14, 83, 15, 67]",d1d3991e640a17e2d19ea18938a419fcf5289f3f97da053e9a3801c133d5b4c3,5,4441359912,2.440679421891398e-08,7.73230635076061e-09,0.0009510159492492898
194,69.58999633789062,7.953796499990858,"[62, 14, 3, 92, 78, 33, 89, 48, 70, 31]",b1bf55a47e30f8ab19f87d082bf68ac27bf19f7d92252d2fa04ba3da6b60c925,0,4441359912,nan,nan,nan
195,71.87999725341797,6.928172899992205,"[37, 10, 88, 63, 53, 68, 2, 52, 26, 59]",d842aae8dff52160deaa4602ae2d086741b52ecec44a7dca7ef66cafd94db7cd,0,4441359912,nan,nan,nan
196,73.55999755859375,14.104391200002283,"[59, 71, 85, 49, 20, 10, 3, 86, 88, 33]",64cbcba3dddaf8661650c874375d30a3de11cecb3e4cd2c97eb6dcaddd767600,5,4441359912,2.8168299448386516e-08,1.712027319911158e-08,7.126927375794567e-05
197,66.5199966430664,6.68763390003005,"[9, 0, 18, 66, 44, 17, 92, 95, 64, 96]",5151285a32122775491696940740f30d48b5b14d4c803d1e5dccc0c5b2549c4c,0,4441359912,nan,nan,nan
198,69.41999816894531,21.337473199993838,"[70, 58, 24, 57, 32, 19, 43, 65, 5, 88]",ed76db868aae2194efaec0c6c9a97e96e40f38551ff54e722b7fa431203a49c9,10,4441359912,1.849883002336128e-08,1.816541406185479e-08,0.0006255388259887584
199,63.7599983215332,6.576422500016633,"[61, 75, 68, 2, 6, 26, 1, 56, 78, 74]",bd60e9ab815c6f7935e920049ddc5fcec6194a9443d631705a5f0a65b0c2432d,0,4441359912,nan,nan,nan
200,56.7400016784668,6.274698699999135,"[8, 57, 22, 90, 46, 9, 56, 99, 89, 4]",debf8c47c35cc8bd1ef1de68574b8a346a00222a4f4cdb9e6e1c3a105c091eaf,0,4441359912,nan,nan,nan
201,68.61000061035156,6.985689399996772,"[83, 41, 69, 7, 63, 51, 78, 89, 43, 81]",0ac6e7b636d729bd16e8c8f66782beed6d9d978a5aeb4d58354186cded9ababa,0,4441359912,nan,nan,nan
202,71.12999725341797,6.868300499976613,"[74, 76, 14, 98, 73, 37, 94, 68, 39, 11]",5aff9ac68d362502c2b4588176b0ba22b318ed970cb3827f3b1b76d8e4004ad1,0,4441359912,nan,nan,nan
203,62.7400016784668,11.395861099998001,"[38, 78, 17, 56, 90, 34, 42, 0, 1, 12]",35b055b3bae0a136da5e1cec0f2da4a2304f3274de217a8f6009cf5bffda433d,10,4441359912,2.3621173461663147e-08,4.616140358848497e-08,0.000697886943817172
204,71.01000213623047,31.646370699978434,"[45, 36, 95, 8, 99, 75, 93, 4, 24, 58]",a41674eb50ad4c9b849e124029b703441ab0eb46c8dc3cabc1930b6e89fc5c7e,20,4441359912,7.11748938883594e-08,2.5815296567088808e-08,0.0010402202606201172
205,67.80999755859375,8.022301400022116,"[66, 46, 89, 23, 4, 97, 78, 26, 79, 52]",cf0ec8a9d07035d640bfccd0a946d5d51301baa2499a068f0abfad6306ea50e0,0,4441359912,nan,nan,nan
206,72.20999908447266,15.121877299970947,"[71, 79, 23, 7, 97, 86, 72, 57, 70, 64]",e16e379cd0c478ab799b1e0c12cf94def6453dad44ba484301b0c95c326db407,5,4441359912,4.03847141328172e-08,4.0897425890307204e-08,0.000527763366699241
207,67.80000305175781,11.818752499995753,"[55, 14, 21, 43, 5, 30, 35, 15, 28, 34]",3d168d422ad35f5dcebe2e2c496b0ff978a4bb6512f9aedb0a7df9084177394a,5,4441359912,9.368015696509246e-09,1.3795091291513017e-08,0.0032962560653686523
208,66.29000091552734,6.717652799969073,"[54, 51, 22, 85, 73, 90, 4, 69, 75, 6]",a2991bb561534e34d2980ab83e10f1f44224b16e5db3e8d777edd38b3199fe7f,0,4441359912,nan,nan,nan
209,71.9800033569336,7.407602299994323,"[78, 98, 48, 28, 76, 96, 97, 69, 66, 65]",5ede4b8c882d605d44085245b10fc9ce8ad5eca19854ece94400eb86b272bc60,0,4441359912,nan,nan,nan
210,71.87999725341797,6.639663000009023,"[52, 54, 70, 39, 89, 14, 77, 74, 15, 88]",1629ffdf81b65253f699aadeda9dd75280182ad977cd34f23f625b10916314b2,0,4441359912,nan,nan,nan
211,67.3499984741211,16.287941799964756,"[58, 12, 87, 84, 91, 62, 82, 57, 6, 21]",4b70793aa08d6d939d213d8027a2b652a3d4c1f3ad0df01cbd6cbf9a39f771d7,5,4441359912,4.6874672254620595e-09,9.893822650042239e-09,0.0009532690048217884
212,75.13999938964844,7.795194800011814,"[59, 99, 54, 55, 14, 63, 7, 88, 91, 52]",d7edbbdb896fc44fe57d01c42703baba6e310caa1af4f94ab2542d849ef2478d,0,4441359912,nan,nan,nan
213,72.73999786376953,6.775575800042134,"[44, 73, 39, 28, 18, 92, 52, 79, 54, 77]",0403cfe448145af98280bac36d00f8a43aee5cff062f491e7e5b11a1c79f1668,0,4441359912,nan,nan,nan
214,73.33000183105469,9.865362900018226,"[59, 70, 54, 27, 89, 21, 42, 25, 60, 49]",582fc10c4a7045f51aaf544b32a731ab0f76be36d55a176e7916f14499aa0543,5,4441359912,1.4233409328760771e-08,5.617471643404315e-08,0.0020128011703491877
215,73.4800033569336,9.782025500026066,"[2, 56, 59, 80, 62, 19, 42, 33, 72, 35]",90a746ed24ce88d80b0466134327fccd43d18d157a5e9e1a49753c2236c60d2c,5,4441359912,1.299621135166483e-08,3.46023050212807e-08,0.0006635010242462269
216,72.33999633789062,6.946014399989508,"[53, 17, 11, 78, 66, 39, 94, 4, 47, 90]",532c61347216a9e39f57125b742e88df1da885f882a63215b05eaa0bc9395d12,0,4441359912,nan,nan,nan
217,61.560001373291016,5.416832400020212,"[48, 51, 34, 78, 92, 54, 96, 84, 88, 74]",8092286d7979ce90bebe8ebd150489424134c648bba0cc705d544be8234f21fc,0,4441359912,nan,nan,nan
218,72.55000305175781,7.198772399977315,"[15, 25, 50, 89, 72, 20, 85, 47, 1, 3]",306ba6e60e48fba3cb1cb2b1a9101cd8fd55afbe81cd191d094965a202a11da0,0,4441359912,nan,nan,nan
219,70.52999877929688,15.786777500004973,"[91, 39, 11, 12, 93, 64, 30, 79, 29, 49]",530bcbc1f908608f74dbe7aa9fd490d4e07b4385386e16624f9210b26fcd0e4b,10,4441359912,1.0415693596456041e-08,1.1066233263079539e-08,0.0005400776863098145
220,71.41000366210938,7.655465100018773,"[21, 88, 95, 65, 60, 8, 46, 31, 63, 72]",06db483db156842fb9b7de926614c6a7e6f87a2f7b21a4fbce523e025fcf4d8d,0,4441359912,nan,nan,nan
221,69.12000274658203,18.707634299993515,"[96, 63, 58, 77, 95, 23, 61, 29, 91, 59]",c3e178952eb2e2a679e03120c7d674eefbcb1d04bc05da26e1ae17496bc32134,10,4441359912,1.8562431147728375e-08,2.1462742694211556e-08,0.002098262310028076
222,63.2599983215332,14.25533329998143,"[8, 69, 44, 89, 49, 36, 77, 19, 92, 72]",ec3158cb5eda842eadffa27ffe3a3f35d41dbb6061c71d6d4b027e190beeffb9,5,4441359912,9.069494472113433e-09,8.19023515674644e-09,0.0012271046638488992
223,74.0199966430664,5.965601299947593,"[47, 49, 1, 80, 27, 9, 83, 72, 76, 92]",e3d41a1a493898a3c1615ea62da706a72d5fcf44ba11db14e023b9b100392556,0,4441359912,nan,nan,nan
224,72.9000015258789,7.66248739999719,"[10, 57, 54, 1, 80, 76, 56, 39, 14, 20]",1412290154b4c02ebe776ebfa2a163486fa7740ea0aca3c79e40c46758a68c39,0,4441359912,nan,nan,nan
225,64.80999755859375,12.854273599979933,"[6, 62, 31, 90, 3, 51, 24, 91, 23, 55]",01d750d1f0c99806b7b267cf6d07fda08aeb1a8949464b9541e779082f21783b,5,4441359912,9.101457021365705e-09,1.3160989631444409e-08,0.0009532690048217884
226,66.86000061035156,13.511124500015285,"[98, 18, 78, 89, 27, 80, 33, 86, 88, 15]",0e53d1b9ad720b0a0142a899ab1ca362bb9c9af808cb02815dfaefe13784003e,5,4441359912,2.136082888348767e-08,2.027521439629254e-08,0.000345379114151001
227,70.19000244140625,8.015234299993608,"[85, 12, 59, 60, 73, 80, 0, 10, 23, 13]",bd3ff8e302c30f46253ecf7b488761b1139994b7ba28afc482748e21594a8534,0,4441359912,nan,nan,nan
228,59.630001068115234,6.075863000005484,"[35, 46, 54, 87, 84, 51, 27, 95, 21, 61]",95d9f2017d75d393b005bf3c70ab4cea5b08cc1e64345e7d1fca48171b2ea4fe,0,4441359912,nan,nan,nan
229,68.19000244140625,5.700917799957097,"[64, 6, 96, 98, 27, 71, 18, 3, 1, 95]",c347064b6bd2bbc49484fa77425ebb661738e0efd85b884f5327aa353d6c784e,0,4441359912,nan,nan,nan
